,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
184,Roman Wilson,Mich,0,8,5,3,5,4,4,4,4,0,10,0,1,6,3,0,0,0,5,4,4.4,12.0,18.3,66,48,789,12
185,Tejhaun Palmer,UAB,0,4,10,3,6,6,3,3,4,0,11,3,10,3,0,0,0,0,0,0,5.5,13.0,16.1,66,47,858,7
186,Jalen McMillan,Wash,0,11,9,4,0,0,0,1,0,1,0,0,2,7,14,0,0,0,6,11,6.0,8.5,12.0,66,45,559,5
187,Isiah Paige,ODU,0,4,3,4,0,0,5,0,8,11,9,1,5,7,0,0,9,0,0,0,6.0,6.7,18.0,66,43,445,2
188,Devin McCuin,Tx-SA,0,1,3,3,4,0,8,8,8,4,0,6,12,6,0,0,0,3,0,0,5.5,8.3,15.5,66,42,546,3
189,Savion Williams,TCU,0,5,0,3,0,6,4,11,9,0,6,13,2,7,0,0,0,0,0,0,6.0,8.7,13.3,66,41,573,4
190,Christian Dremel,Rut,0,4,5,5,5,5,7,7,3,0,12,4,2,4,0,0,0,0,3,0,5.1,7.1,23.3,66,36,468,3
191,Ramel Keyton,Tenn,0,5,6,8,4,4,0,4,7,4,2,7,2,7,0,0,0,0,6,0,5.1,9.7,16.1,66,35,642,6
192,Amare Thomas,UAB,0,3,0,3,13,10,4,11,4,0,6,4,2,5,0,0,0,0,0,0,5.4,6.7,15.9,65,53,437,3
193,Tyler Brown,Clem,0,3,2,3,0,11,7,0,7,5,1,8,9,7,0,0,0,0,2,0,5.0,8.2,13.9,65,52,531,4
194,Jaelen Gill,Fres,0,9,3,6,5,9,8,3,0,2,6,4,2,3,0,0,5,0,0,0,5.0,7.9,13.0,65,49,516,6
195,Malik Rutherford,GaTech,0,7,6,4,4,8,5,0,7,8,4,1,5,3,0,0,0,3,0,0,5.0,7.7,17.9,65,46,502,4
196,Qian Magwood,BallSt,0,5,7,3,7,11,5,2,7,0,6,6,2,4,0,0,0,0,0,0,5.4,5.5,22.1,65,41,358,1
197,Roderic Burns,NorTx,0,4,6,13,0,2,7,3,8,9,1,2,3,7,0,0,0,0,0,0,5.4,7.2,14.3,65,41,466,4
198,Emeka Egbuka,OhioSt,0,4,9,4,11,0,4,0,0,0,5,4,8,6,0,0,0,0,9,0,6.4,8.0,16.1,64,41,515,4
199,Naiem Simmons,USF,0,5,5,6,8,6,9,3,8,0,3,1,2,3,0,0,0,5,0,0,4.9,10.0,14.5,64,39,637,5
200,Malik Phillips,SamHou,0,1,1,0,5,4,6,13,7,11,4,0,6,6,0,0,0,0,0,0,5.3,6.7,14.9,64,35,430,1
201,JB Mitchell,EastMi,0,3,2,3,7,8,8,3,3,7,0,7,4,8,0,0,1,0,0,0,4.9,6.2,18.5,64,35,398,1
202,Jeremiah Ballard,UTEP,2,2,4,6,5,7,0,5,8,6,8,0,8,3,0,0,0,0,0,0,5.3,8.6,20.3,64,34,551,1
203,Joseph Manjack,Hou,0,7,6,6,7,7,0,5,9,0,0,5,4,7,0,0,0,0,0,0,6.3,9.2,15.7,63,46,577,6
204,Myles Price,TxTch,0,9,8,5,0,5,13,6,4,0,7,6,0,0,0,0,0,0,0,0,6.3,6.5,13.5,63,43,410,5
205,Dalen Cobb,GaSo,0,4,4,5,6,9,0,0,3,3,5,7,2,6,0,0,9,0,0,0,5.3,9.5,11.2,63,40,601,2
206,Evan Stewart,TexA&M,0,11,18,0,3,3,6,10,0,11,0,0,1,0,0,0,0,0,0,0,7.9,8.2,15.1,63,38,514,4
207,Amad Anderson,Temple,0,7,7,6,13,9,1,4,3,0,2,2,0,9,0,0,0,0,0,0,5.7,10.3,12.6,63,37,647,3
208,Tiger Bachmeier,Stan,0,5,0,2,6,3,0,6,11,12,3,6,6,3,0,0,0,0,0,0,5.3,6.5,15.1,63,36,409,2
209,Christan Horn,App,0,7,3,4,4,7,0,5,4,9,0,1,3,3,7,0,6,0,0,0,4.5,9.0,13.4,63,36,566,6
210,Tykee Ogle-Kellogg,Tx-SA,0,5,9,4,3,0,4,6,1,6,7,6,3,3,0,0,0,6,0,0,4.8,9.1,14.8,63,33,575,7
211,Dalevon Campbell,Nevada,0,4,6,1,5,4,0,5,3,5,12,8,8,2,0,0,0,0,0,0,5.3,9.4,18.9,63,31,594,2
212,Wyatt Wieland,Wyo,0,8,3,11,2,5,6,6,0,2,3,4,1,4,0,0,0,0,7,0,4.8,7.7,21.2,62,44,480,5
213,Zavion Thomas,MissSt,0,0,0,6,10,3,3,0,3,12,8,4,6,7,0,0,0,0,0,0,5.6,8.1,18.4,62,40,503,1
214,Jeremiah Hixon,NM,0,6,0,7,3,11,0,4,3,7,6,3,3,9,0,0,0,0,0,0,5.6,7.8,17.8,62,39,482,5
215,Courtney Jackson,ArkSt,0,3,3,4,5,5,3,0,6,8,5,4,7,6,0,0,0,3,0,0,4.8,11.1,16.7,62,39,689,7
216,Nic Anderson,Okla,0,2,0,3,4,4,1,0,9,1,6,6,9,6,0,0,0,0,11,0,4.8,12.9,13.9,62,38,798,10
217,Matthew Golden,Hou,0,7,13,9,10,3,0,4,9,6,1,0,0,0,0,0,0,0,0,0,6.9,6.5,15.4,62,38,404,6
218,Cole Harrity,Buff,0,7,8,3,8,6,7,6,4,0,6,3,2,2,0,0,0,0,0,0,5.2,4.7,16.4,62,35,294,3
219,Deshon Stoudemire,Troy,0,0,1,8,8,7,5,2,0,6,8,2,5,4,5,0,0,0,0,0,4.4,9.3,13.6,61,43,569,1
220,Taj Davis,Cal,0,4,5,4,7,0,9,12,0,5,1,2,9,3,0,0,0,0,0,0,5.5,6.5,14.2,61,39,399,3
221,Umari Hatcher,Syr,0,6,8,3,7,4,6,5,0,2,6,0,0,7,0,0,0,7,0,0,4.7,7.9,20.3,61,32,482,3
222,Money Parks,Utah,0,2,4,6,2,8,0,3,4,10,5,4,6,2,0,0,0,5,0,0,4.7,4.8,19.1,61,31,293,2
223,Ketron Jackson,Baylor,0,10,7,5,8,6,4,0,11,4,0,0,3,3,0,0,0,0,0,0,6.1,8.0,14.0,61,28,489,1
224,Justin Olson,MiddTn,0,1,7,4,3,8,10,4,9,0,10,4,0,0,0,0,0,0,0,0,6.0,7.5,13.8,60,43,450,1
225,Devonte Ross,Troy,0,3,8,8,4,4,1,1,0,3,5,7,4,6,3,0,0,3,0,0,4.3,7.1,13.4,60,40,428,3
226,Xavier White,TxTch,0,5,7,2,4,5,1,3,6,0,7,2,5,5,0,0,8,0,0,0,4.6,9.3,12.8,60,39,556,1
227,Jonathan Brady,NMSt,3,5,3,4,0,0,6,6,3,4,4,5,4,4,5,0,4,0,0,0,4.0,10.4,15.4,60,39,621,4
228,Skyler Bell,Wisc,0,5,5,5,3,0,1,7,8,6,5,11,2,2,0,0,0,0,0,0,5.0,4.9,13.0,60,38,296,1
229,Micah Davis,UtahSt,0,7,1,4,3,2,7,9,6,0,3,11,7,0,0,0,0,0,0,0,5.5,10.5,14.2,60,36,628,6
230,Latreal Jones,SouMis,0,4,2,9,7,11,4,0,4,8,2,5,3,1,0,0,0,0,0,0,5.0,8.3,17.2,60,36,498,3
231,Jahdae Walker,TexA&M,0,7,0,6,3,4,0,0,0,1,10,4,5,6,0,0,0,0,14,0,4.6,9.8,14.4,60,35,590,2
232,Billy Kemp,Neb,0,2,7,7,8,8,5,0,1,0,0,6,10,6,0,0,0,0,0,0,5.5,5.2,23.9,60,35,310,1
233,Jsi Hatfield,ECU,0,3,11,1,5,8,0,4,4,5,4,7,5,3,0,0,0,0,0,0,5.0,5.7,15.7,60,27,341,1
234,Lawrence Arnold,Kansas,0,4,5,5,5,2,1,7,0,7,5,3,3,3,0,0,0,0,9,0,4.5,13.3,19.0,59,44,782,6
235,Damon Ward,NorTx,0,3,5,3,0,4,3,5,9,11,3,2,4,7,0,0,0,0,0,0,4.9,8.3,13.0,59,39,487,5
236,Corey Crooms,Minn,0,13,3,8,3,5,3,0,7,5,7,3,2,0,0,0,0,0,0,0,4.5,6.4,19.0,59,28,376,0
237,Jermaine Burton,Ala,0,3,4,4,2,0,13,3,6,0,5,0,3,5,5,0,0,0,5,0,4.5,13.8,18.3,58,39,798,8
238,Jayden McGowan,Vandy,8,11,7,7,4,1,2,6,0,1,7,2,0,2,0,0,0,0,0,0,4.8,6.6,15.3,58,36,383,0
239,Trent Hudson,NMSt,5,6,3,2,1,0,7,4,2,2,2,6,3,6,9,0,0,0,0,0,4.1,9.5,14.9,58,36,551,10
240,Lawrence Keys,Tulane,0,4,12,6,4,6,0,7,9,5,4,1,0,0,0,0,0,0,0,0,5.8,10.3,16.2,58,33,599,7
241,Mark Pope,UMass,1,3,5,3,5,7,7,3,0,1,6,0,11,6,0,0,0,0,0,0,4.8,7.2,16.6,58,33,420,1
242,Jamaal Bell,Nevada,0,10,11,5,5,5,0,5,3,4,4,2,1,3,0,0,0,0,0,0,4.8,4.5,17.4,58,32,262,1
243,Jesse Prewitt III,CentMi,0,0,1,4,13,3,8,5,7,0,4,4,6,3,0,0,0,0,0,0,4.8,7.6,18.5,58,31,438,4
244,Desna Washington,NM,0,7,3,6,2,6,0,4,4,8,6,3,2,7,0,0,0,0,0,0,4.8,5.8,16.7,58,29,336,3
245,Joseph Griffin,BC,0,7,1,9,12,6,4,0,4,6,3,2,4,0,0,0,0,0,0,0,4.8,5.9,16.4,58,25,345,1
246,Jameel Gardner,KentSt,0,4,0,1,3,7,2,7,8,0,6,7,5,8,0,0,0,0,0,0,4.8,5.1,19.0,58,24,298,1
247,Jake Bailey,SMU,0,5,7,3,2,3,0,4,9,2,6,1,2,1,3,0,0,0,9,0,4.1,9.3,12.7,57,42,528,0
248,Jordan Whittington,Tex,0,4,5,3,2,6,10,0,3,0,4,2,4,5,4,0,0,0,5,0,4.1,8.9,12.2,57,42,505,1
249,Easton Messer,WestKy,0,2,9,1,8,5,3,0,2,6,1,4,3,4,0,0,9,0,0,0,4.4,8.5,10.6,57,42,484,4
250,Ke'Shawn Williams,Wake,0,5,8,10,1,0,4,3,6,1,8,5,6,0,0,0,0,0,0,0,5.2,6.7,17.8,57,38,384,1
251,Troy Stellato,Clem,0,0,5,3,4,7,2,0,3,8,6,2,8,2,0,0,0,0,7,0,4.8,5.6,12.2,57,38,321,1
252,Coy Eakin,TxTch,0,1,0,0,3,2,3,7,4,0,8,5,6,9,0,0,9,0,0,0,5.2,7.3,12.2,57,36,416,2
253,Sahmir Hagans,Duke,0,5,3,1,5,4,0,2,6,3,5,3,11,3,0,0,0,6,0,0,4.4,4.6,16.5,57,30,260,0
254,Javon Harvey,ODU,0,4,0,6,0,0,0,0,5,9,3,15,7,8,0,0,0,0,0,0,6.3,6.9,15.6,57,29,391,4
255,Jeff Foreman,ArkSt,0,4,3,2,5,2,4,0,6,3,4,6,2,10,0,0,0,6,0,0,4.4,10.1,15.4,57,29,573,4
256,Devin Carter,WVU,0,8,0,1,6,2,0,11,7,5,4,7,5,0,0,0,1,0,0,0,4.8,8.8,17.1,57,27,501,2
257,Damien Alford,Syr,0,4,3,7,11,4,2,7,0,7,0,1,1,4,0,0,0,5,0,0,4.3,10.9,18.7,56,33,610,3
258,Jalen Bracey,FIU,2,5,8,6,1,0,3,7,8,1,0,5,2,8,0,0,0,0,0,0,4.7,5.6,15.3,56,31,316,1
259,Traeshon Holden,Oregon,0,3,1,4,6,6,0,6,3,2,9,1,3,2,3,0,0,0,6,0,3.9,8.2,10.6,55,37,452,6
260,Leon Johnson III,OkSt,0,0,0,0,0,0,0,0,0,11,9,11,2,11,4,0,0,0,7,0,5.5,9.8,10.0,55,33,539,1
261,Spencer Curtis,Nevada,0,3,4,3,3,12,0,5,3,3,0,7,6,6,0,0,0,0,0,0,5.0,6.8,16.5,55,30,373,1
262,Dariyan Wiley,UL-Mon,0,5,1,4,0,5,5,4,6,9,5,8,2,1,0,0,0,0,0,0,4.6,7.3,15.9,55,24,400,2
263,Caleb Coombs,Marsh,0,4,0,0,5,8,9,5,4,4,4,3,8,0,0,0,0,0,0,0,4.9,5.7,13.0,54,39,310,2
264,Leroy Thomas,WestMi,0,3,5,2,3,4,4,6,8,2,0,4,9,4,0,0,0,0,0,0,4.5,7.2,13.9,54,35,389,2
265,Jacari Carter,GaSt,0,3,3,6,6,4,0,6,1,7,2,4,2,5,0,0,0,4,0,0,4.1,5.2,14.7,53,38,276,0
266,Joseph Scates,Mem,0,0,4,6,4,0,0,2,3,4,4,6,7,8,0,0,0,0,5,0,4.4,7.8,11.3,53,33,414,6
267,Luke Grimm,Kansas,0,4,4,6,3,5,2,3,0,4,7,2,3,4,0,0,0,0,6,0,4.1,10.5,17.0,53,33,555,6
268,Drae McCray,TxTch,0,6,3,1,6,1,2,6,4,0,2,4,7,3,0,0,8,0,0,0,4.1,4.8,11.3,53,29,255,2
269,Billy Bowens,Boise,0,8,2,4,4,5,4,3,0,1,6,4,2,1,4,0,5,0,0,0,3.8,7.2,14.7,53,28,383,1
270,Craig Burt,WestKy,0,6,0,6,5,6,0,0,4,0,0,5,10,4,0,0,7,0,0,0,4.4,4.4,9.8,53,28,233,3
271,Koali Nishigaya,Hawaii,0,7,3,7,6,2,0,4,4,6,2,3,2,6,0,0,0,0,0,0,4.0,6.2,9.8,52,39,322,1
272,Tony Johnson,FlaAtl,0,6,3,6,6,0,3,8,3,3,0,7,5,2,0,0,0,0,0,0,4.3,7.9,12.8,52,37,411,4
273,Tyler Walton,Ohio,10,4,3,5,0,0,1,3,6,6,0,6,4,4,0,0,0,0,0,0,4.3,6.7,13.8,52,37,349,2
274,Eli Stowers,NMSt,0,0,0,0,1,0,3,7,6,6,11,2,5,3,3,0,5,0,0,0,3.5,7.0,13.4,52,35,366,2
275,John Jackson,Nevada,0,3,2,1,7,5,0,6,4,5,5,3,7,4,0,0,0,0,0,0,4.3,5.1,15.6,52,35,267,0
276,Koby Drake,Mem,0,6,5,2,2,3,0,4,7,3,6,6,6,0,0,0,0,0,2,0,4.3,6.8,11.1,52,33,352,2
277,Jaylon Robinson,TCU,0,1,6,7,4,0,0,7,3,0,8,7,4,5,0,0,0,0,0,0,5.2,7.6,10.5,52,32,397,1
278,Al'Vonte Woodard,SamHou,0,0,0,0,1,0,8,9,6,7,5,4,6,6,0,0,0,0,0,0,4.3,6.5,12.1,52,31,339,2
279,Darius Lassiter,BYU,0,6,7,3,11,2,0,4,9,8,0,0,2,0,0,0,0,0,0,0,5.2,7.0,13.3,52,29,365,4
280,Keyon Lesane,NCSU,0,2,4,4,6,4,1,7,0,4,1,5,3,6,0,0,0,0,5,0,4.0,4.8,14.1,52,28,247,0
281,Kelby Williams,ODU,0,2,5,7,10,0,6,0,0,1,3,7,2,6,0,0,3,0,0,0,4.3,8.7,14.2,52,26,451,2
282,Hamze El-Zayat,EastMi,0,2,3,4,1,1,4,5,8,5,0,2,8,3,0,0,0,5,0,0,3.9,7.1,14.7,51,27,360,2
283,Isaiah Washington,Rut,0,7,6,1,4,3,5,5,2,0,1,1,6,7,0,0,0,0,3,0,3.9,6.3,18.0,51,25,321,1
284,TJ Sheffield,Purdue,0,4,6,7,4,3,9,5,0,6,3,1,2,0,0,0,0,0,0,0,4.5,7.6,13.2,50,32,381,2
285,Quinton Lane,JacSt,1,3,5,0,5,7,1,2,5,2,6,0,0,3,0,0,10,0,0,0,3.8,6.8,14.5,50,30,342,1
286,Jaden Bray,OkSt,0,9,4,10,5,0,9,1,5,0,0,0,1,3,3,0,0,0,0,0,5.0,7.6,9.1,50,30,382,2
287,Quentin Skinner,Kansas,0,6,4,5,3,2,2,2,0,3,4,5,4,5,0,0,0,0,5,0,3.8,11.7,16.1,50,29,587,2
288,Jayden Harrison,Marsh,0,3,4,0,2,5,3,4,7,1,1,1,7,2,0,0,0,10,0,0,3.8,8.2,12.1,50,28,410,1
289,Daejon Reynolds,Pitt,0,3,6,4,5,3,0,0,5,10,5,4,1,4,0,0,0,0,0,0,4.2,6.3,14.2,50,28,316,0
290,Romello Brinson,SMU,0,3,5,3,2,1,0,3,8,2,5,2,4,5,2,0,0,0,5,0,3.6,8.6,11.1,50,28,431,2
291,Michael Brown-Stephens,USF,0,1,3,4,2,4,7,8,13,0,6,0,1,1,0,0,0,0,0,0,4.5,7.0,11.3,50,27,350,2
292,Trey Cleveland,NorTx,0,2,7,2,0,2,6,4,2,2,5,5,5,8,0,0,0,0,0,0,4.2,8.3,11.0,50,27,415,3
293,Rico Flores,ND,1,5,1,5,5,7,6,2,0,3,1,0,9,5,0,0,0,0,0,0,4.2,7.8,14.4,50,27,392,1
294,JaQuae Jackson,Rut,0,1,7,3,6,8,8,2,3,0,5,1,1,3,0,0,2,0,0,0,3.8,7.2,17.7,50,22,361,1
295,Chris Parker,CentMi,0,2,5,1,5,5,8,9,2,0,4,6,2,1,0,0,0,0,0,0,4.2,8.0,15.9,50,22,400,3
296,Eric Rivers,FIU,0,1,0,2,5,0,5,4,8,5,0,7,5,7,0,0,0,0,0,0,4.5,7.6,13.4,49,32,370,2
297,Robert Williams,UL-Laf,0,4,8,0,5,3,7,0,6,1,2,0,7,2,0,0,4,0,0,0,4.5,7.9,13.6,49,31,385,4
298,Devan Williams,Tulsa,0,3,6,6,3,5,5,0,7,6,8,0,0,0,0,0,0,0,0,0,5.4,8.1,15.3,49,29,399,2
299,Dashaun Davis,App,0,2,11,2,6,2,0,2,3,4,4,1,6,6,0,0,0,0,0,0,3.8,7.8,10.4,49,29,381,3
300,Reymello Murphy,ODU,0,1,4,2,4,1,3,0,3,8,1,8,6,6,0,0,2,0,0,0,3.8,10.2,13.4,49,28,502,3
301,Dean Patterson,FIU,4,5,2,3,1,0,6,2,5,4,0,7,6,4,0,0,0,0,0,0,4.1,8.6,13.4,49,28,423,1
302,DeQuece Carter,Ind,0,3,2,0,5,5,0,6,5,3,3,5,7,5,0,0,0,0,0,0,4.1,8.1,13.4,49,27,395,3
303,Jacob Bernard,UL-Laf,0,0,4,5,5,2,2,0,3,1,7,7,5,3,0,0,4,0,0,0,3.7,9.9,13.4,48,39,476,1
304,Marcus Rosemy-Jacksaint,UGa,0,0,4,6,5,3,5,2,0,4,2,1,9,0,4,0,0,0,3,0,3.7,11.1,10.7,48,34,535,4
305,Xavier Townsend,UCF,0,6,2,2,7,5,3,0,8,0,0,3,5,5,0,0,0,2,0,0,4.4,6.8,13.4,48,33,325,3
306,Peter LeBlanc,UL-Laf,0,2,7,5,3,4,2,0,2,2,7,6,3,1,0,0,4,0,0,0,3.7,9.8,13.4,48,30,468,4
307,Anthony Queeley,GaSo,0,5,7,6,5,11,0,4,0,0,5,3,2,0,0,0,0,0,0,0,4.0,5.7,8.5,48,28,275,3
308,Rawson MacNeill,Rice,0,0,2,1,7,7,15,0,6,3,4,1,0,1,0,0,0,0,1,0,3.7,7.9,11.3,48,26,379,2
309,Trell Harris,KentSt,0,9,4,6,4,1,0,5,0,0,1,8,4,6,0,0,0,0,0,0,4.8,8.3,15.7,48,26,400,1
310,Joe Wilkins,Mia-O,0,0,3,6,7,5,7,5,6,2,0,1,2,2,2,0,0,0,0,0,3.7,7.1,16.6,48,25,343,1
311,Senika McKie,UNLV,0,4,2,8,3,3,0,3,6,6,2,2,4,0,1,0,0,0,4,0,3.4,7.1,12.0,48,23,342,1
312,Kordell David,NMSt,2,1,3,3,2,0,1,7,1,3,6,3,6,4,3,0,3,0,0,0,3.2,4.2,12.3,48,20,203,1
313,Mookie Cooper,Missou,0,1,0,5,3,8,7,2,7,0,4,2,4,1,0,0,0,0,3,0,3.6,9.5,12.9,47,36,447,0
314,George Johnson,UMass,4,2,12,5,0,2,4,0,0,6,3,0,4,5,0,0,0,0,0,0,3.9,9.0,13.4,47,35,421,3
315,Yulkeith Brown,Tulane,0,0,2,2,5,2,0,5,2,5,4,1,2,3,7,0,0,0,7,0,3.4,8.3,13.1,47,33,391,2
316,Ahmad Edwards,BallSt,0,1,4,6,3,4,6,3,1,0,4,6,4,5,0,0,0,0,0,0,3.9,7.5,16.0,47,31,354,1
317,Zachariah Branch,USC,4,3,4,0,5,0,0,3,2,6,4,6,5,0,0,0,0,0,5,0,3.9,6.8,10.5,47,31,320,2
318,Tyson Davis,CentMi,0,1,5,7,4,2,8,0,8,0,0,3,3,6,0,0,0,0,0,0,4.7,9.6,15.0,47,30,453,4
319,Jordan Hudson,SMU,0,4,0,3,4,3,0,4,6,3,3,1,2,2,4,0,0,0,8,0,3.4,9.0,10.5,47,30,425,7
320,Mikey Matthews,Utah,0,4,6,5,6,6,0,7,1,2,2,1,4,3,0,0,0,0,0,0,3.9,5.6,14.7,47,29,261,0
321,Montana Lemonious-Craig,Ari,0,2,3,4,6,5,2,6,0,1,5,5,3,4,0,0,0,0,1,0,3.6,6.3,10.2,47,28,296,3
322,Jack Hestera,CHAR,0,5,5,9,6,9,0,0,2,4,5,2,0,0,0,0,0,0,0,0,5.2,7.4,15.1,47,28,349,3
323,Je'Quan Burton,FlaAtl,0,3,1,0,13,0,1,3,8,1,7,8,2,0,0,0,0,0,0,0,4.7,5.9,11.6,47,24,277,2
324,Bryce Farrell,Stan,0,1,1,6,4,1,0,10,9,4,4,1,3,3,0,0,0,0,0,0,3.9,4.1,11.3,47,22,192,1
325,Austin Osborne,BGSU,0,4,4,0,5,4,3,3,2,0,5,1,7,3,0,0,0,0,5,0,3.5,6.6,13.4,46,29,302,0
326,DJ England-Chisolm,MiddTn,0,4,4,4,1,4,5,2,4,0,2,2,9,5,0,0,0,0,0,0,3.8,7.5,10.6,46,28,347,3
327,NyNy Davis,UL-Mon,0,7,4,1,0,3,0,2,6,6,5,5,3,4,0,0,0,0,0,0,3.8,4.8,13.3,46,28,222,2
328,Khafre Brown,USF,0,5,4,3,1,10,4,0,0,0,5,2,5,4,0,0,0,3,0,0,4.2,9.5,10.4,46,27,435,5
329,Germie Bernard,Wash,0,5,2,5,1,10,0,0,0,5,1,7,1,3,2,0,0,0,3,0,3.2,9.3,8.2,45,34,419,2
330,Cade McDonald,Mia-O,0,2,0,0,6,5,3,8,4,1,0,0,1,9,4,0,2,0,0,0,3.5,7.9,15.6,45,28,355,3
331,Jayce Brown,KanSt,0,1,0,0,0,0,0,1,6,3,5,4,6,13,0,0,0,0,6,0,4.5,9.7,11.0,45,27,437,3
332,Charles Ross,SJSU,7,5,3,6,4,0,5,0,0,3,0,0,3,3,0,0,0,6,0,0,4.1,7.7,12.2,45,26,347,1
333,Dalton Stroman,App,0,2,5,4,4,4,0,5,4,0,0,4,5,3,3,0,2,0,0,0,3.2,8.7,9.6,45,20,390,3
334,Jay Fair,Auburn,0,6,3,10,2,5,0,3,3,3,3,2,1,1,0,0,0,0,2,0,3.4,7.4,14.2,44,31,324,2
335,Kyren Lacy,LSU,0,7,3,0,0,4,3,5,4,0,3,1,5,2,0,0,0,0,7,0,3.4,12.7,10.8,44,30,558,7
336,Chris Bell,Lou,0,2,2,1,2,4,2,4,0,3,4,5,4,3,4,0,0,0,4,0,3.1,9.3,11.2,44,29,407,2
337,Donovan Brown,Syr,0,7,5,5,3,8,5,2,0,1,0,0,2,0,0,0,0,6,0,0,3.4,7.3,14.7,44,27,321,1
338,Moochie Dixon,SMU,0,5,5,2,6,1,0,2,0,1,2,4,2,6,5,0,0,0,3,0,3.4,10.0,9.8,44,25,441,4
339,Alex Perry,Hawaii,5,6,2,6,2,1,0,2,9,5,1,3,2,0,0,0,0,0,0,0,3.4,6.3,8.3,44,24,277,3
340,Harvey Broussard,UL-Laf,0,2,5,5,6,2,1,0,4,0,2,7,5,0,0,0,5,0,0,0,3.4,7.2,12.3,44,24,317,2
341,Darrell Harding,Buff,0,1,1,7,5,1,3,5,4,0,7,3,3,4,0,0,0,0,0,0,3.7,10.3,11.7,44,23,451,3
342,E.J. Williams,Ind,0,4,2,0,0,0,0,0,1,1,6,8,11,11,0,0,0,0,0,0,4.9,6.4,12.1,44,23,281,0
343,Dylan Goffney,ColoSt,0,1,0,0,1,5,11,9,3,3,5,3,1,2,0,0,0,0,0,0,4.0,6.8,8.9,44,23,298,2
344,Stefan Cobbs,Boise,0,10,7,7,3,7,3,5,0,1,1,0,0,0,0,0,0,0,0,0,4.9,5.5,12.2,44,23,241,1
345,Carl Chester,Tulsa,0,0,2,1,0,1,1,0,3,5,3,11,8,9,0,0,0,0,0,0,3.7,9.1,13.8,44,22,401,1
346,London Humphreys,Vandy,1,3,4,9,7,0,0,4,0,3,4,6,0,3,0,0,0,0,0,0,3.7,10.0,11.6,44,22,439,4
347,Xavier Guillory,AriSt,0,8,7,7,6,3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,5.5,5.1,10.4,44,21,226,1
348,Dee Wiggins,Cin,0,1,4,10,8,5,0,5,2,1,2,0,2,4,0,0,0,0,0,0,3.7,5.6,12.2,44,20,246,2
349,Javon Ivory,USA,0,0,0,3,4,13,3,0,0,4,1,3,1,7,0,0,0,5,0,0,3.4,5.3,10.6,44,20,234,1
350,Noah Thomas,TexA&M,0,6,7,0,0,4,1,3,0,3,5,5,3,6,0,0,0,0,0,0,3.9,8.3,10.3,43,29,359,5
351,Tre Mosley,MSU,0,6,5,7,3,7,0,6,5,4,0,0,0,0,0,0,0,0,0,0,5.4,6.7,11.8,43,28,288,2
352,Makai Jackson,App,0,0,3,4,2,3,0,2,3,3,1,3,7,2,4,0,6,0,0,0,3.1,9.7,9.1,43,27,418,2
353,Julian Fleming,OhioSt,0,8,5,3,4,0,2,3,5,3,1,3,3,3,0,0,0,0,0,0,3.6,6.3,10.8,43,26,270,0
354,Preston Fox,WVU,0,4,3,2,1,5,0,1,6,4,4,4,5,4,0,0,0,0,0,0,3.6,8.6,12.9,43,26,368,2
355,Key'Shawn Smith,SMU,0,2,2,2,3,2,0,7,4,3,5,1,3,4,2,0,0,0,3,0,3.1,9.1,9.6,43,25,392,3
356,Duane Thomas Jr.,CHAR,0,3,1,6,3,2,0,8,3,5,3,2,4,3,0,0,0,0,0,0,3.6,5.7,13.8,43,24,244,0
357,Dino Tomlin,BC,0,1,1,3,3,0,1,0,4,3,10,6,7,4,0,0,0,0,0,0,3.3,7.3,12.1,43,24,312,0
358,Malikhi Miller,SJSU,3,4,4,7,4,0,4,3,4,1,0,2,1,2,0,0,0,4,0,0,3.3,6.7,11.7,43,24,290,1
359,Geordon Porter,UConn,0,4,6,3,2,4,2,0,1,6,4,3,3,5,0,0,0,0,0,0,3.6,5.0,11.3,43,22,213,1
360,Justin Robinson,MissSt,0,4,2,3,9,0,0,0,3,6,7,3,3,3,0,0,0,0,0,0,4.3,6.0,12.8,43,21,257,0
361,Moose Muhammad,TexA&M,0,3,1,5,2,1,3,6,0,0,6,2,7,2,0,0,0,0,4,0,3.5,8.2,10.0,42,27,345,2
362,Jha'Quan Jackson,Tulane,0,4,8,2,0,4,0,9,2,5,5,0,0,0,3,0,0,0,0,0,4.2,10.5,11.7,42,26,439,4
363,Landon Ransom-Goelz,Rice,0,2,0,2,4,2,0,0,6,5,8,4,4,2,0,0,0,0,3,0,3.2,9.0,9.9,42,26,380,3
364,Ahmarean Brown,SCar,0,4,6,0,0,3,0,2,7,0,6,6,5,3,0,0,0,0,0,0,4.7,6.3,10.6,42,26,265,1
365,Jairus Mack,CHAR,0,1,5,2,0,1,0,6,3,1,11,3,3,6,0,0,0,0,0,0,3.8,10.8,13.5,42,25,453,2
366,Jaden Alexis,USF,0,1,3,0,2,3,4,6,2,0,4,6,5,4,0,0,0,2,0,0,3.2,6.7,9.5,42,23,280,2
367,Josh Cameron,Baylor,0,1,2,1,5,1,3,0,6,2,6,10,3,2,0,0,0,0,0,0,3.5,5.3,9.6,42,21,224,0
368,Kahleil Jackson,Fla,0,2,0,2,1,4,4,6,0,4,10,2,5,2,0,0,0,0,0,0,3.8,6.0,10.8,42,21,251,1
