,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
183,Isaiah Wright,Temple,0,8,8,5,3,15,3,5,9,0,9,1,2,0,0,0,0,0,1,0,5.3,5.3,16.4,69,33,368,3
184,Malcolm Williams,CoastC,0,6,4,5,4,7,0,8,6,4,11,2,0,11,0,0,0,0,0,0,6.2,10.6,28.0,68,47,724,5
185,Luke Timian,Ind,0,8,3,5,0,0,0,9,12,8,0,5,11,7,0,0,0,0,0,0,7.6,6.2,14.8,68,46,422,0
186,Jalen Greene,UtahSt,0,3,1,4,5,0,6,6,0,8,0,6,3,15,0,0,11,0,0,0,6.2,10.1,15.4,68,44,689,6
187,Eric Kumah,VaTech,0,5,4,0,7,5,8,5,0,2,9,11,0,2,5,0,0,0,5,0,5.7,8.2,16.7,68,42,559,7
188,Hergy Mayala,UConn,0,7,4,9,6,2,8,0,9,0,0,9,7,7,0,0,0,0,0,0,6.8,5.3,21.1,68,40,361,5
189,R.J. Turner,UL-Mon,0,11,4,11,7,5,5,6,6,0,6,3,0,4,0,0,0,0,0,0,6.2,7.7,18.6,68,36,526,1
190,Kwadarrius Smith,Akron,0,0,2,9,4,0,7,0,7,5,5,5,5,9,10,0,0,0,0,0,6.2,7.9,19.3,68,33,538,3
191,Hunter Renfrow,Clem,0,5,4,3,4,3,3,0,8,5,2,8,4,5,2,0,0,0,6,5,4.5,8.1,14.0,67,49,544,1
192,Gatlin Casey,MiddTn,0,0,0,2,0,4,12,4,3,4,4,9,1,5,10,0,9,0,0,0,5.6,6.9,14.3,67,40,463,3
193,Arthur Jackson,EastMi,0,1,8,4,6,8,8,5,6,3,2,7,0,4,0,0,4,0,0,0,5.1,9.0,18.5,66,46,592,5
194,Riley Ridley,UGa,0,3,4,1,7,5,6,7,0,4,4,1,1,4,11,0,0,0,0,8,4.7,8.6,19.4,66,44,570,9
195,Donavan Hale,Ind,0,5,4,0,7,5,5,6,6,7,0,7,2,12,0,0,0,0,0,0,5.5,7.7,14.3,66,42,508,6
196,D.J. Matthews,FlaSt,0,0,8,5,4,3,5,0,8,0,13,10,5,5,0,0,0,0,0,0,6.0,5.8,15.5,66,42,382,1
197,Marquez Callaway,Tenn,0,7,6,3,6,2,0,6,0,13,4,5,4,10,0,0,0,0,0,0,6.0,9.0,23.3,66,37,592,2
198,Deondre Douglas,Troy,0,9,7,4,6,4,7,7,0,1,0,0,5,9,0,0,0,6,0,0,5.9,7.3,18.7,65,48,472,7
199,Marcus Simms,WVU,0,4,9,0,6,12,5,2,0,2,7,3,12,3,0,0,0,0,0,0,5.9,10.8,15.1,65,46,699,2
200,Tim Jones,SouMis,0,3,7,0,7,4,0,9,9,5,3,9,3,6,0,0,0,0,0,0,5.9,7.8,17.0,65,42,508,1
201,Shi Smith,SCar,0,6,4,0,6,5,3,7,0,0,6,4,5,11,0,0,0,0,7,0,5.8,10.5,15.2,64,45,673,4
202,Dredrick Snelson,UCF,0,8,8,0,5,0,8,3,3,0,7,5,6,2,5,0,0,0,0,4,5.3,10.8,18.0,64,43,688,5
203,Nykeim Johnson,Syr,0,0,3,5,7,3,4,0,10,8,3,3,7,7,0,0,0,0,4,0,5.3,8.8,15.0,64,41,565,4
204,Tony Pollard,Mem,0,3,0,7,5,5,4,6,7,0,5,4,4,11,3,0,0,0,0,0,4.6,7.2,16.7,64,39,458,3
205,Maurice Ffrench,Pitt,0,1,1,5,8,5,3,3,0,4,1,5,8,8,2,0,0,0,10,0,4.6,8.0,21.9,64,35,515,6
206,Chris Taylor,Duke,0,1,1,2,8,9,0,5,10,3,2,9,4,5,0,0,0,0,5,0,4.9,6.5,14.3,64,31,419,3
207,Ja'Marcus Bradley,UL-Laf,0,7,0,3,2,5,4,1,1,4,9,4,4,6,6,0,7,0,0,0,4.5,9.7,19.8,63,40,608,10
208,Xavier Ubosi,UAB,0,2,2,0,0,2,4,4,3,5,4,5,10,8,1,0,0,13,0,0,4.8,13.3,19.7,63,35,837,8
209,Jeff Thomas,Mia-Fl,0,10,3,7,1,1,8,4,0,9,7,8,5,0,0,0,0,0,0,0,5.7,8.9,20.7,63,35,563,3
210,Keenen Johnson,Tulsa,0,4,4,8,5,0,10,0,5,8,3,6,5,5,0,0,0,0,0,0,5.7,7.0,20.9,63,34,438,4
211,Dalton Schoen,KanSt,0,11,3,2,3,8,6,0,0,7,11,3,4,5,0,0,0,0,0,0,5.7,8.3,24.0,63,32,520,2
212,Jaelon Darden,NorTx,0,6,3,8,6,0,5,3,10,5,0,6,4,4,0,0,2,0,0,0,4.8,9.3,13.0,62,48,575,4
213,Alex Bachman,Wake,0,8,7,0,6,0,6,0,5,3,4,4,5,4,0,0,0,10,0,0,5.6,8.7,14.9,62,37,541,6
214,Tre Hartley,SJSU,0,0,4,2,0,6,8,3,9,7,2,9,3,9,0,0,0,0,0,0,5.6,7.2,14.4,62,32,446,3
215,Jaylen Waddle,Ala,0,3,4,1,3,3,5,3,5,0,6,5,7,3,8,0,0,0,3,2,4.1,13.9,14.3,61,45,848,7
216,Obi Obialo,Marsh,0,7,3,0,4,6,7,2,3,0,7,4,7,2,5,0,0,4,0,0,4.7,8.3,15.0,61,42,505,4
217,Maurice Alexander,FIU,0,9,1,2,0,7,0,2,2,8,6,3,6,8,0,0,0,7,0,0,5.1,7.8,16.9,61,40,474,5
218,Tre Walker,SJSU,0,0,0,0,0,4,6,2,6,6,5,8,5,19,0,0,0,0,0,0,6.1,11.7,14.1,61,39,714,5
219,Kobay White,BC,0,5,1,2,9,6,4,1,0,6,3,6,12,6,0,0,0,0,0,0,5.1,8.6,18.7,61,33,526,3
220,Johnnie Dixon,OhioSt,0,2,4,6,1,1,5,3,8,0,8,0,7,2,9,0,0,0,0,4,4.6,11.2,11.2,60,42,669,8
221,Danny Davis,Wisc,0,0,0,5,2,0,4,4,7,9,7,4,5,13,0,0,0,0,0,0,6.0,7.0,21.4,60,40,418,5
222,Omar Bayless,ArkSt,0,6,5,0,4,5,0,6,3,9,4,1,5,2,0,0,0,0,10,0,5.0,9.4,13.4,60,39,566,2
223,Jaylon Redd,Oregon,0,6,4,0,3,1,0,4,5,11,4,2,9,3,0,0,0,0,8,0,5.0,7.2,14.4,60,38,433,5
224,Cornelius McCoy,GaSt,0,2,3,7,8,1,5,0,3,5,8,6,5,7,0,0,0,0,0,0,5.0,8.3,18.1,60,35,495,1
225,Courtney Lark,Hou,0,8,10,10,6,0,4,4,8,5,0,0,0,0,0,0,0,5,0,0,6.7,9.0,13.0,60,35,539,5
226,Randall St. Felix,USF,0,10,8,11,1,0,6,7,2,0,0,5,1,0,0,0,0,9,0,0,6.0,11.3,15.0,60,33,679,4
227,Jon'Vea Johnson,Toledo,0,5,0,2,1,7,6,6,2,5,5,7,1,6,0,0,0,7,0,0,4.6,11.0,16.0,60,32,660,9
228,Andre Wilson,UAB,0,4,5,6,0,3,4,6,4,3,1,3,10,3,3,0,0,5,0,0,4.3,8.8,18.8,60,32,529,5
229,DeVonta Smith,Ala,0,5,4,5,6,1,3,7,0,0,0,1,1,4,5,0,0,0,7,10,4.5,11.7,13.8,59,42,693,6
230,Andrew Meyer,Ohio,0,9,0,3,5,8,4,0,5,5,7,4,5,0,0,0,0,4,0,0,5.4,8.6,20.4,59,36,505,5
231,Sam Mays,Ill,0,7,4,3,5,0,3,2,0,5,3,6,11,10,0,0,0,0,0,0,5.4,5.6,19.5,59,29,331,0
232,Stephon Robinson,Kansas,0,9,0,4,4,0,7,0,7,5,8,5,4,6,0,0,0,0,0,0,5.9,5.6,16.5,59,28,330,1
233,CT Thomas,Boise,0,3,3,10,0,2,7,6,5,3,2,1,4,8,4,0,0,0,0,0,4.5,9.2,12.9,58,41,535,3
234,C.J. Worton,FIU,0,8,4,2,10,2,0,6,3,2,6,4,2,6,0,0,0,3,0,0,4.5,10.8,16.0,58,37,627,6
235,A.J. Taylor,Wisc,0,9,6,5,4,0,6,5,0,3,7,0,6,5,0,0,0,0,2,0,5.3,9.0,20.6,58,32,521,3
236,Jhamon Ausbon,TexA&M,0,8,4,8,5,3,0,0,0,0,0,6,4,10,0,0,0,0,10,0,6.4,6.5,13.8,58,31,375,0
237,James Price,Wyo,0,4,6,9,0,2,7,8,6,3,0,0,10,3,0,0,0,0,0,0,5.8,6.8,23.3,58,26,395,1
238,Sidney Davis,Troy,0,1,4,3,6,2,3,5,0,0,1,12,7,7,0,0,0,6,0,0,4.4,7.0,16.4,57,43,399,3
239,Maurice Ways,Cal,0,1,0,4,0,3,9,6,2,3,5,3,0,6,9,0,0,0,6,0,4.8,6.7,14.8,57,34,383,1
240,Felton Davis,MSU,0,4,8,0,8,6,13,18,0,0,0,0,0,0,0,0,0,0,0,0,9.5,8.3,12.3,57,31,474,4
241,Ty Jones,Wash,0,5,6,3,4,2,6,6,6,6,4,0,2,3,0,0,0,0,0,4,4.4,8.6,14.7,57,31,491,6
242,Hezekiah Grimsley,VaTech,0,6,4,0,7,4,5,0,0,2,10,3,0,10,3,0,0,0,3,0,5.2,6.7,14.0,57,31,382,1
243,Cameron Odom,Ohio,0,6,0,6,5,8,4,5,2,6,2,6,2,0,0,0,0,5,0,0,4.8,7.3,19.7,57,30,418,2
244,Demari Simpkins,Utah,0,6,2,7,0,4,4,6,2,2,4,5,3,5,4,0,0,0,3,0,4.1,5.2,15.3,57,26,297,2
245,Deshaunte Jones,IaSt,0,0,2,10,8,4,6,2,0,3,5,4,0,4,5,0,0,0,3,0,4.7,6.5,16.4,56,43,366,4
246,Emanuel Hall,Missou,0,6,11,8,0,0,0,0,0,0,7,7,7,8,0,0,0,0,2,0,7.0,14.8,13.0,56,37,828,6
247,Warren Redix,UTEP,0,8,4,2,5,3,11,0,4,3,6,0,7,3,0,0,0,0,0,0,5.1,7.9,18.0,56,36,442,0
248,Mecole Hardman,UGa,0,3,6,4,8,6,6,6,0,2,0,3,3,2,5,0,0,0,0,2,4.0,9.5,16.4,56,34,532,7
249,Camron Buckley,TexA&M,0,6,7,3,7,5,1,5,0,6,2,6,4,3,0,0,0,0,1,0,4.3,8.5,13.3,56,34,474,1
250,Dez Fitzpatrick,Lou,0,4,0,3,7,7,8,9,0,5,5,3,3,2,0,0,0,0,0,0,5.1,7.5,15.3,56,31,422,3
251,La'Michael Pettway,Ark,0,7,4,11,0,4,4,5,1,5,0,5,4,6,0,0,0,0,0,0,5.1,8.9,16.6,56,30,499,4
252,Kyle Williams,AriSt,0,1,8,4,4,5,3,0,9,1,3,3,6,4,0,0,4,0,0,0,4.2,8.2,15.3,55,44,449,2
253,Rafael Araujo-Lopes,Pitt,0,4,2,7,5,2,5,7,0,2,0,2,6,7,4,0,0,0,2,0,4.2,6.9,18.8,55,37,380,4
254,J-Shun Harris II,Ind,0,0,0,2,6,9,14,5,5,7,0,3,0,4,0,0,0,0,0,0,5.0,5.9,12.0,55,37,325,2
255,Jordan Mitchell,SouMis,0,5,0,0,3,2,0,15,6,6,7,5,4,2,0,0,0,0,0,0,5.5,6.4,14.4,55,37,351,3
256,C.J. Bolar,Vandy,0,0,0,5,3,8,6,6,3,2,0,6,4,6,0,0,0,0,6,0,5.0,8.0,13.9,55,34,440,2
257,Pop Williams,Mem,0,7,6,1,5,6,1,4,3,0,4,5,4,3,0,0,0,6,0,0,4.2,5.5,14.3,55,33,304,2
258,Ihmir Smith-Marsette,Iowa,0,4,4,0,8,0,7,3,1,7,3,8,1,3,0,0,0,0,0,6,4.6,6.6,14.0,55,23,361,3
259,Nico Collins,Mich,0,4,1,2,3,9,2,6,4,0,2,4,4,7,0,0,0,0,6,0,4.2,11.7,16.5,54,38,632,6
260,Kawaan Baker,USA,0,3,5,7,5,7,5,3,0,3,4,5,7,0,0,0,0,0,0,0,4.5,9.1,17.7,54,33,494,4
261,Michael Lawrence,NorTx,0,4,4,7,3,2,3,4,2,7,0,6,7,3,0,0,2,0,0,0,4.2,8.0,11.3,54,32,433,2
262,Austin Conway,Wyo,2,5,4,15,0,7,1,6,4,2,1,0,4,3,0,0,0,0,0,0,4.5,4.6,21.7,54,32,250,1
263,Alfred Smith,LaTech,0,3,2,0,9,4,0,3,2,4,3,6,4,11,0,0,0,3,0,0,4.5,6.1,11.9,54,30,327,2
264,Jonah Morris,Akron,0,0,5,6,4,0,0,8,5,0,7,0,2,9,8,0,0,0,0,0,6.0,7.1,15.3,54,26,381,1
265,Terry Juniel,UTEP,0,2,5,1,5,4,7,0,7,4,3,6,6,4,0,0,0,0,0,0,4.5,5.2,17.4,54,21,281,3
266,Collin Lisa,UAB,0,10,5,3,0,3,3,1,4,1,5,4,7,3,0,0,0,4,0,0,4.1,8.7,16.6,53,33,462,1
267,Julian Hicks,CentMi,0,0,0,7,3,5,7,2,6,10,0,2,0,11,0,0,0,0,0,0,5.9,5.9,16.6,53,28,313,4
268,Luke Mayock,Mia-O,0,5,4,2,3,5,4,3,10,0,3,5,3,6,0,0,0,0,0,0,4.4,6.0,15.3,53,22,319,3
269,Workpeh Kofa,CHAR,0,3,3,10,3,3,0,3,7,2,6,2,5,4,0,0,0,0,0,0,4.3,7.2,17.6,51,34,368,0
270,Hutch White,TxSt,0,3,3,3,5,0,13,6,2,1,4,1,5,5,0,0,0,0,0,0,4.3,5.8,16.3,51,34,298,2
271,Deondre Farrier,ECU,0,5,8,0,7,8,6,0,7,0,10,0,0,0,0,0,0,0,0,0,7.3,7.3,9.7,51,30,372,2
272,Tony Ellison,Ari,0,5,8,6,0,3,4,0,5,6,3,0,5,6,0,0,0,0,0,0,5.1,10.3,14.8,51,29,525,6
273,RB Marlow,BGSU,0,3,0,11,9,5,8,6,4,0,5,0,0,0,0,0,0,0,0,0,5.7,6.5,13.2,51,28,331,2
274,Elijah Cooks,Nevada,0,5,4,0,3,2,8,7,6,7,0,2,2,5,0,0,0,0,0,0,4.6,6.8,10.9,51,22,348,6
275,Jeff Smith,BC,0,5,1,9,4,9,6,1,0,2,2,2,6,4,0,0,0,0,0,0,4.3,7.6,15.6,51,20,387,6
276,Elijah Moore,Miss,0,0,3,0,5,2,4,0,1,0,13,7,10,5,0,0,0,0,0,0,4.5,8.0,11.7,50,36,398,2
277,Delane Hart-Johnson,NM,0,2,4,2,0,7,7,4,6,6,5,3,4,0,0,0,0,0,0,0,4.5,10.1,19.2,50,33,507,5
278,Kyle Sweet,WashSt,0,5,8,4,2,8,1,0,2,5,3,3,5,4,0,0,0,0,0,0,4.2,6.8,7.6,50,33,342,0
279,Landon Wolf,OkSt,0,2,3,0,0,7,8,0,0,2,2,3,7,11,0,0,0,0,5,0,4.5,7.2,10.5,50,33,362,2
280,Kyle Buss,UConn,0,9,1,1,4,6,8,0,2,0,6,7,6,0,0,0,0,0,0,0,4.5,9.6,15.5,50,32,482,3
281,Tyleek Collins,UNLV,0,2,2,3,1,0,3,8,5,11,8,5,2,0,0,0,0,0,0,0,4.2,8.4,15.9,50,31,422,6
282,Osirus Mitchell,MissSt,0,5,5,0,7,6,2,0,4,8,0,4,5,0,0,0,0,0,0,4,5.0,8.5,17.2,50,26,427,4
283,Stephen Guidry,MissSt,0,6,5,4,8,4,0,0,4,4,4,2,1,3,0,0,0,0,0,5,4.2,8.8,17.2,50,19,440,3
284,Thayer Thomas,NCSU,0,2,9,0,2,5,2,0,3,4,2,3,6,6,2,0,0,0,3,0,3.8,7.8,10.1,49,34,383,3
285,Brandon Aiyuk,AriSt,0,0,4,4,3,4,1,0,1,2,6,2,4,7,0,0,11,0,0,0,3.8,9.7,13.6,49,33,474,3
286,Warren Jackson,ColoSt,6,4,0,0,0,0,6,5,9,3,0,6,7,3,0,0,0,0,0,0,5.4,8.3,10.2,49,32,405,4
287,Jacquez Sloan,WestKy,0,1,4,5,3,6,0,9,7,9,5,0,0,0,0,0,0,0,0,0,5.4,10.1,11.7,49,31,495,0
288,Austin Maloney,FIU,0,0,4,3,0,0,0,7,7,6,5,4,5,6,0,0,0,2,0,0,4.5,12.4,13.5,49,30,610,5
289,Jauan Jennings,Tenn,0,2,1,3,6,3,0,8,9,4,0,3,3,7,0,0,0,0,0,0,4.5,8.9,17.3,49,30,438,3
290,Bo Melton,Rut,0,7,7,3,7,5,6,0,0,0,9,1,4,0,0,0,0,0,0,0,5.4,5.0,16.6,49,28,245,0
291,Brandon Smith,Iowa,0,0,2,2,3,0,5,5,2,9,5,0,5,5,0,0,0,0,0,6,4.5,7.4,12.5,49,28,361,2
292,Taivon Jacobs,MD,0,6,5,5,6,0,5,3,1,4,3,5,2,4,0,0,0,0,0,0,4.1,6.7,22.2,49,25,328,2
293,DeAndre Thompkins,PSU,0,0,5,4,3,0,0,2,2,10,0,7,3,5,0,0,0,0,0,8,4.1,6.7,14.1,49,25,329,2
294,Thomas Hennigan,App,0,5,2,0,3,6,0,3,5,6,0,3,6,4,1,0,4,0,0,0,3.7,6.8,16.3,48,29,327,1
295,Tutu Atwell,Lou,0,3,2,0,4,6,6,4,0,13,6,3,1,0,0,0,0,0,0,0,4.8,8.5,13.2,48,24,406,2
296,Darren Woods,UNLV,0,0,5,4,0,0,5,7,8,9,0,6,4,0,0,0,0,0,0,0,6.0,7.4,15.2,48,24,355,5
297,John Hightower,Boise,0,4,6,3,0,4,8,4,0,11,3,0,0,0,4,0,0,0,0,0,5.2,10.7,10.5,47,31,504,6
298,Kanawai Noa,Cal,0,7,7,0,0,8,6,7,6,3,0,0,0,0,0,0,0,0,3,0,5.9,7.9,12.2,47,30,369,2
299,Jarion Anderson,Tulsa,0,4,4,5,7,0,2,7,3,3,1,1,7,3,0,0,0,0,0,0,3.9,6.1,15.6,47,28,288,1
300,Chris Autman-Bell,Minn,0,5,2,2,6,0,9,0,4,4,2,6,3,3,0,0,0,0,1,0,3.9,9.6,14.2,47,28,449,0
301,C.J. Riley,NCSU,0,7,4,0,4,3,0,0,4,2,1,6,1,0,4,0,0,0,11,0,4.3,6.7,9.7,47,28,315,2
302,Drake Harris,WestMi,0,7,5,11,6,9,0,0,0,4,2,0,3,0,0,0,0,0,0,0,5.9,5.4,12.7,47,27,255,1
303,Jamire Jordan,Fres,0,1,6,4,0,1,5,1,5,4,6,1,6,2,2,0,3,0,0,0,3.4,9.2,11.1,47,27,434,3
304,Darnell Salomon,USF,0,4,5,6,4,0,0,10,1,11,6,0,0,0,0,0,0,0,0,0,5.9,9.4,11.7,47,25,440,4
305,Taysir Mack,Pitt,0,3,4,6,5,3,0,0,0,0,2,3,6,2,3,0,0,0,10,0,4.3,11.9,16.1,47,25,557,1
306,Romello Brooker,Hou,0,3,5,4,0,0,5,3,1,6,2,2,6,4,0,0,0,5,0,0,3.8,8.9,10.0,46,33,409,7
307,Tony Brown,Colo,0,1,2,5,0,7,5,8,2,7,4,4,0,1,0,0,0,0,0,0,4.2,7.2,11.9,46,32,333,1
308,Kendrick Rogers,TexA&M,0,2,8,0,6,0,6,0,0,4,4,0,1,7,0,0,0,0,8,0,5.1,7.3,10.9,46,27,336,5
309,Raghib Ismail,Wyo,3,5,6,7,0,7,5,6,0,2,0,0,3,2,0,0,0,0,0,0,4.6,5.8,18.5,46,24,267,2
310,Josh Palmer,Tenn,0,6,2,2,3,2,0,6,2,8,4,1,4,6,0,0,0,0,0,0,3.8,10.5,16.3,46,23,484,2
311,Aaren Vaughns,UtahSt,0,4,3,1,2,0,5,2,5,3,2,4,5,7,0,0,2,0,0,0,3.5,12.9,10.2,45,33,581,5
312,Taye Barber,TCU,0,3,2,4,5,4,0,3,2,6,2,2,4,4,0,0,0,0,4,0,3.5,6.7,11.8,45,32,303,2
313,Jordan McCray,USA,0,5,3,4,4,5,3,3,0,6,4,3,2,3,0,0,0,0,0,0,3.8,6.1,14.8,45,29,273,4
314,Ty Fryfogle,Ind,0,6,3,4,1,5,4,5,3,4,0,2,3,5,0,0,0,0,0,0,3.8,8.5,9.8,45,29,381,3
315,Jared Sparks,Purdue,0,9,2,9,2,8,0,3,5,2,0,1,3,1,0,0,0,0,0,0,4.1,6.1,9.2,45,28,274,0
316,Juwann Winfree,Colo,0,2,8,0,0,0,0,0,1,10,9,7,3,5,0,0,0,0,0,0,5.6,7.2,11.7,45,28,324,2
317,Sadiq Palmer,UMass,1,3,3,4,0,10,5,0,10,0,5,2,2,0,0,0,0,0,0,0,4.5,9.3,11.4,45,28,419,2
318,Keith Gavin,FlaSt,0,5,3,12,8,2,4,0,2,0,4,5,0,0,0,0,0,0,0,0,5.0,9.2,10.5,45,26,415,1
319,Elijah Lilly,NM,0,4,4,5,0,8,3,4,2,7,4,3,0,1,0,0,0,0,0,0,4.1,8.3,17.2,45,21,375,5
320,Lawrence Cager,Mia-Fl,0,7,2,3,2,0,7,5,0,1,5,4,3,5,0,0,0,0,1,0,3.8,8.3,14.8,45,21,374,6
321,Leroy Henley,ECU,0,0,1,0,4,1,7,10,3,0,4,7,0,6,2,0,0,0,0,0,4.5,5.2,8.5,45,20,232,0
322,Brandon Sowards,MSU,0,4,2,0,1,3,5,8,4,12,1,3,0,2,0,0,0,0,0,0,4.1,4.5,9.7,45,18,201,0
323,Samson Nacua,Utah,0,0,2,8,0,3,2,2,6,2,7,1,3,2,4,0,0,0,2,0,3.4,8.2,11.8,44,31,362,5
324,Jeremiah Booker,Kansas,0,5,0,3,4,1,5,0,5,6,0,5,7,3,0,0,0,0,0,0,4.4,7.8,12.3,44,31,344,5
325,Trenard Davis,Ill,0,0,7,2,2,0,5,5,3,11,1,3,1,4,0,0,0,0,0,0,4.0,6.3,14.6,44,30,278,0
326,Blake Proehl,ECU,0,16,3,0,10,4,4,0,0,0,2,2,3,0,0,0,0,0,0,0,5.5,7.5,8.3,44,29,329,1
327,Terry Wright,Purdue,0,5,3,5,4,0,0,3,0,5,7,0,9,3,0,0,0,0,0,0,4.9,10.6,9.0,44,28,468,5
328,T.J. Simmons,WVU,0,1,2,0,6,4,6,0,0,5,3,0,0,8,0,0,0,0,9,0,4.9,7.8,10.2,44,28,341,1
329,Terry McLaurin,OhioSt,0,4,1,5,1,0,4,3,6,0,0,8,4,1,3,0,0,0,0,3,3.6,16.3,8.0,43,35,701,11
330,Jaylen Dixon,Utah,0,3,2,0,0,1,0,3,4,3,0,1,6,2,7,0,0,0,11,0,3.9,13.7,11.5,43,32,589,2
331,KaVontae Turpin,TCU,0,5,5,5,6,3,0,9,10,0,0,0,0,0,0,0,0,0,0,0,6.1,9.5,11.3,43,29,410,3
332,Devon Spalding,CentMi,0,0,0,4,1,2,6,3,0,2,8,7,0,10,0,0,0,0,0,0,4.3,5.4,13.5,43,27,231,0
333,Austin Mack,OhioSt,0,6,3,9,4,8,6,5,2,0,0,0,0,0,0,0,0,0,0,0,5.4,7.7,8.0,43,26,331,1
334,Seth Williams,Auburn,0,2,0,5,3,5,0,7,2,0,5,6,5,0,0,0,0,0,3,0,4.3,12.4,12.3,43,26,534,5
335,Terrell Green,ECU,0,14,0,0,7,0,3,3,3,0,2,7,3,1,0,0,0,0,0,0,4.3,6.6,8.1,43,26,285,0
336,Bryce Singleton,FIU,0,0,6,0,0,0,0,9,3,1,7,5,5,2,0,0,0,4,0,0,4.7,8.8,11.6,42,29,368,2
337,Travell Harris,WashSt,0,3,7,1,1,2,3,0,7,4,4,4,4,0,0,0,0,0,2,0,3.2,7.4,6.4,42,27,309,1
338,Rashad Medaris,Cin,0,0,1,2,5,3,4,0,7,6,5,5,0,0,0,0,0,0,4,0,4.2,11.2,12.2,42,26,472,3
339,DK Metcalf,Miss,0,5,8,6,6,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,13.5,9.9,42,26,569,5
340,Tre Turner,VaTech,0,1,2,0,0,1,2,2,0,4,2,7,6,8,4,0,0,0,3,0,3.5,12.7,10.3,42,26,535,4
341,Randle Jones,Temple,0,0,4,0,4,2,5,4,8,0,3,3,3,1,0,0,0,0,5,0,3.8,10.6,10.0,42,23,445,4
342,Fred Trevillion,SDSU,0,4,5,0,4,0,4,9,2,3,0,1,5,4,0,0,0,1,0,0,3.8,14.2,16.2,42,22,598,3
343,Mekhi Stevenson,UNLV,0,7,2,1,2,0,6,0,5,6,4,1,4,4,0,0,0,0,0,0,3.8,5.8,13.3,42,20,244,1
344,Jordan Nathan,UtahSt,0,6,2,6,2,0,0,2,5,3,3,4,0,4,0,0,4,0,0,0,3.7,7.2,9.3,41,28,297,3
345,Markis McCray,UL-Mon,0,3,2,3,6,1,1,5,6,0,3,6,2,3,0,0,0,0,0,0,3.4,7.4,11.2,41,27,304,0
346,Trevon Grimes,Fla,0,4,3,1,1,4,3,0,0,3,3,3,5,8,0,0,0,0,3,0,3.4,8.9,12.1,41,26,364,2
347,Juwan Johnson,PSU,0,11,5,0,4,8,0,3,4,0,0,0,0,2,0,0,0,0,0,4,5.1,8.6,11.8,41,25,352,1
348,Keishawn Watson,WestMi,0,0,5,1,4,2,2,4,0,2,1,0,4,6,0,0,0,10,0,0,3.7,8.0,11.1,41,25,330,2
349,Kailon Carter,UAB,0,1,0,3,0,1,6,3,2,0,1,9,8,4,1,0,0,2,0,0,3.2,11.1,12.8,41,23,457,2
350,Jeshaun Jones,MD,0,4,1,4,2,0,1,2,1,4,6,7,4,5,0,0,0,0,0,0,3.4,7.0,18.6,41,22,288,5
351,Scotty Washington,Wake,0,0,0,0,4,0,0,0,11,6,7,6,1,2,0,0,0,4,0,0,5.1,5.9,9.9,41,20,243,3
352,Blaze Moorhead,Tx-SA,0,5,7,7,1,2,3,10,3,0,3,0,0,0,0,0,0,0,0,0,4.6,5.1,11.3,41,19,210,1
353,Bryson Smith,Hou,0,1,4,2,1,0,3,3,3,5,7,8,3,0,0,0,0,0,0,0,3.3,7.1,8.7,40,30,285,4
354,Stephen Sullivan,LSU,0,0,2,3,3,6,6,4,3,0,0,0,6,3,0,0,0,0,0,4,4.0,9.1,11.3,40,23,363,2
355,Kendric Pryor,Wisc,0,6,0,1,4,0,5,3,3,4,1,2,4,4,0,0,0,0,3,0,3.3,6.8,14.2,40,23,273,3
356,Keynan Foster,UTEP,0,2,2,3,3,0,5,0,6,4,3,8,4,0,0,0,0,0,0,0,4.0,7.8,12.9,40,18,313,2
357,Kerr Johnson Jr.,Kansas,0,3,4,5,5,5,5,0,0,0,0,6,3,3,0,0,0,0,0,0,4.3,7.9,10.9,39,30,309,2
358,Aleva Hifo,BYU,0,4,5,3,5,4,5,3,0,4,1,2,1,0,0,0,0,2,0,0,3.0,9.2,11.2,39,28,358,2
359,Desmond Phillips,Toledo,0,4,0,0,0,2,6,2,4,3,2,2,4,8,0,0,0,2,0,0,3.3,5.6,10.4,39,27,220,0
360,JJ Holloman,UGa,0,1,1,4,1,3,0,5,0,6,7,0,0,2,3,0,0,0,0,6,3.5,10.7,11.4,39,24,418,5
361,Tray Eafford,Troy,0,3,3,6,3,1,6,3,0,6,3,1,0,0,0,0,0,4,0,0,3.5,7.5,11.2,39,24,292,3
362,Rhashid Bonnette,LaTech,0,4,8,0,7,9,6,2,3,0,0,0,0,0,0,0,0,0,0,0,5.6,7.7,8.6,39,22,300,1
363,Deon Stewart,Ark,0,1,1,6,2,2,3,3,1,4,0,3,9,4,0,0,0,0,0,0,3.3,4.6,11.6,39,22,178,0
364,Johnny Johnson,Oregon,0,5,4,6,4,1,0,0,4,3,0,2,4,4,0,0,0,0,2,0,3.5,5.5,9.4,39,17,215,4
365,Tarique Milton,IaSt,0,0,3,2,4,2,4,4,0,7,4,0,3,2,3,0,0,0,0,0,3.5,11.0,11.1,38,34,417,1
366,Marcel Williams,Marsh,0,1,3,0,6,4,2,3,2,0,10,1,2,1,2,0,0,1,0,0,2.9,10.1,9.3,38,24,383,1
367,Thai Cottrell,SJSU,0,2,2,2,0,6,10,3,2,5,2,0,3,1,0,0,0,0,0,0,3.5,5.8,8.8,38,24,220,1
