,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
553,Zach Jackson,UL-Mon,0,0,0,1,1,1,4,0,4,0,0,5,2,0,0,0,0,0,0,0,2.3,8.9,4.9,18,11,160,1
554,Leki Nunn,SJSU,0,0,4,1,0,4,0,5,3,0,1,0,0,0,0,0,0,0,0,0,2.3,4.1,4.2,18,11,74,0
555,Dax Milne,BYU,0,0,0,2,2,2,5,3,0,0,0,1,2,0,0,0,0,1,0,0,2.3,3.8,5.2,18,10,69,1
556,Austin Williams,MissSt,0,3,4,2,3,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2.6,7.6,6.2,18,10,137,3
557,De'Quan Bowman,TxTch,0,0,3,1,2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,5.0,3.5,18,10,90,1
558,Deven Thompkins,UtahSt,0,0,2,2,3,0,1,2,0,2,2,0,1,2,0,0,1,0,0,0,1.8,3.6,4.1,18,9,65,0
559,Landen Measom,SoUt,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,34.6,20.2,17,43,589,2
560,Mechane Slade,Mem,0,2,0,3,2,0,0,0,0,0,0,0,1,3,3,0,0,3,0,0,1.9,7.4,4.4,17,14,125,1
561,Chase Cota,UCLA,0,2,4,2,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,2.8,9.9,4.4,17,13,168,0
562,Devan Stubblefield,Hawaii,0,0,0,3,1,1,0,0,4,3,3,0,2,0,0,0,0,0,0,0,2.1,11.8,3.2,17,13,200,2
563,Daylon Charlot,Kansas,0,0,1,0,0,0,2,0,5,0,0,5,0,4,0,0,0,0,0,0,3.4,10.5,4.7,17,12,178,2
564,Luke Whittemore,Troy,0,0,3,0,3,0,0,2,0,0,0,4,0,4,0,0,0,1,0,0,2.4,11.8,4.9,17,12,200,1
565,Stephen Louis,NCSU,0,0,2,0,4,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3.4,9.1,3.5,17,12,154,0
566,Keenan Barnes,UL-Laf,0,2,0,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,9.8,5.3,17,12,166,1
567,Keyshawn Helton,FlaSt,0,0,0,0,0,0,0,0,3,5,0,0,6,3,0,0,0,0,0,0,2.8,10.4,4.0,17,11,176,1
568,Oliver Martin,Mich,0,3,2,1,5,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,2.4,7.4,5.2,17,11,125,1
569,Carmoni Green,Ill,0,0,0,0,6,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,4.3,5.5,5.6,17,10,93,0
570,Landen Akers,IaSt,0,0,2,2,1,3,2,2,0,0,3,0,0,1,0,0,0,0,1,0,1.9,10.6,5.0,17,10,181,0
571,Jonathan Giles,LSU,0,2,1,6,0,1,4,0,0,0,0,0,1,2,0,0,0,0,0,0,2.1,3.5,4.8,17,10,59,0
572,Emmanuel Harris,NM,0,0,1,1,0,4,2,1,3,0,0,1,2,2,0,0,0,0,0,0,1.7,6.0,6.5,17,10,102,1
573,Glen Coates,Army,0,9,0,2,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2.8,7.1,21.3,17,8,121,0
574,Dymond Lee,UCLA,0,2,5,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2.8,3.6,4.4,17,8,61,0
575,Jamil Sabbagh,CentMi,0,4,4,0,1,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,2.4,4.1,5.3,17,6,69,1
576,Brandon Bowling,ArkSt,0,2,5,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.7,6.8,3.6,16,15,108,0
577,Zack Dobson,MiddTn,0,0,0,0,0,0,0,0,0,0,2,3,2,4,4,0,1,0,0,0,2.0,10.7,3.4,16,15,171,4
578,Jafar Armstrong,ND,0,3,3,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,1.6,9.9,4.0,16,14,159,0
579,Jernard Phillips,USF,0,3,0,0,0,0,3,0,1,1,6,0,2,0,0,0,0,0,0,0,2.3,7.8,4.0,16,14,125,0
580,Jalen Walker,Mia-O,0,0,0,0,0,3,0,0,10,0,2,1,0,0,0,0,0,0,0,0,4.0,8.8,4.6,16,12,140,0
581,D'Marius Gillespie,UL-Mon,0,0,0,0,1,3,4,0,0,0,0,7,1,0,0,0,0,0,0,0,3.2,14.1,4.4,16,12,225,1
582,Chris Olave,OhioSt,0,1,0,0,1,0,0,0,0,0,1,3,3,2,5,0,0,0,0,0,2.3,12.3,3.0,16,12,197,3
583,Jessie Britt,UMass,0,7,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,7.4,4.0,16,11,118,1
584,Tre'Shon Wolf,UTEP,0,0,0,0,0,2,3,0,0,0,2,4,3,2,0,0,0,0,0,0,2.7,9.0,5.1,16,10,144,0
585,Brendan Harmon,Rice,3,3,0,0,0,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,2.7,4.0,4.5,16,10,64,1
586,Rontavius Groves,UNC,0,1,2,0,0,0,0,1,0,4,2,1,3,2,0,0,0,0,0,0,2.0,11.4,4.1,16,10,183,1
587,Savon Scarver,UtahSt,0,0,2,1,2,0,0,2,1,2,2,1,0,1,0,0,2,0,0,0,1.3,9.8,3.6,16,9,156,2
588,BJ Busbee,SDSU,0,0,0,1,3,0,1,1,0,3,1,2,2,0,0,0,0,2,0,0,1.8,8.5,6.2,16,8,136,1
589,Judah Bell,SMU,0,2,0,4,2,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2.7,5.9,3.7,16,8,95,1
590,Tyraiq Beals,UConn,0,2,1,1,1,0,2,0,0,0,3,0,6,0,0,0,0,0,0,0,2.3,5.6,5.0,16,7,90,0
591,Andrew Smith,AF,0,0,1,0,0,2,0,0,0,4,2,0,3,4,0,0,0,0,0,0,1.8,7.9,10.3,16,7,126,1
592,TJ Chase,Clem,0,0,0,1,2,2,2,0,1,2,0,0,2,0,0,0,0,0,2,1,1.5,6.7,3.1,15,13,101,2
593,Sean Ryan,Temple,0,0,0,0,0,2,4,0,2,0,2,0,1,0,0,0,0,0,4,0,2.5,10.8,3.6,15,12,162,1
594,Mike Williams,Neb,0,0,5,0,0,0,1,3,1,0,2,0,3,0,0,0,0,0,0,0,2.5,8.1,3.9,15,12,122,0
595,Laress Nelson,MSU,0,1,0,0,0,5,0,5,0,0,0,0,3,1,0,0,0,0,0,0,2.5,7.6,3.2,15,12,114,0
596,Jaylen Hall,WestMi,0,0,0,3,3,2,0,1,0,2,1,0,0,0,0,0,0,3,0,0,2.1,11.3,4.1,15,11,170,1
597,Terrell Jana,UVa,0,2,0,2,0,1,0,0,0,0,3,0,2,5,0,0,0,0,0,0,2.1,10.1,4.5,15,11,151,1
598,Dominique Maiden,WVU,0,1,2,0,0,1,1,0,0,0,2,0,0,3,0,0,0,0,5,0,2.1,9.1,3.5,15,10,136,1
599,Jake Bobo,Duke,0,0,0,0,6,1,0,1,1,1,1,0,1,2,0,0,0,0,1,0,1.5,11.1,3.4,15,10,167,1
600,JJ Jefferson,NW,0,0,0,0,0,2,2,4,3,2,0,0,1,1,0,0,0,0,0,0,1.9,12.1,3.0,15,10,181,2
601,Malik Knowles,KanSt,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,5.0,6.7,5.7,15,10,100,2
602,Aaron Mathews,Pitt,0,2,0,2,0,0,3,6,0,0,1,0,1,0,0,0,0,0,0,0,2.5,8.0,5.1,15,9,120,0
603,Jason-Matthew Sharsh,Hawaii,1,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,8,0,0,3.0,10.1,2.8,15,9,152,1
604,Darryl Jones,MD,0,1,0,2,0,0,0,0,0,1,4,0,4,3,0,0,0,0,0,0,1.9,9.8,6.8,15,9,147,0
605,Jalen Nailor,MSU,0,2,1,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,2.5,9.2,3.2,15,8,138,2
606,George Scott,LaTech,0,0,3,0,0,0,0,3,1,3,3,0,0,2,0,0,0,0,0,0,2.1,11.5,3.3,15,7,173,1
607,Chavis Dawkins,SCar,0,0,0,0,0,0,0,2,0,0,3,1,4,0,0,0,0,0,5,0,3.0,4.9,3.6,15,7,73,1
608,Dee Wiggins,Mia-Fl,0,0,0,0,0,0,4,4,0,0,1,3,3,0,0,0,0,0,0,0,3.0,4.9,4.9,15,7,73,0
609,Mydreon Vines,ECU,0,0,0,0,0,0,0,3,0,0,6,0,2,1,2,0,0,0,0,0,2.8,11.1,2.7,14,12,155,1
610,Isiah Cox,Ohio,0,0,0,1,0,1,0,3,1,1,3,4,0,0,0,0,0,0,0,0,2.0,22.1,4.8,14,11,309,3
611,Terry Mark,Hou,0,1,3,1,4,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,1.6,7.1,3.0,14,11,99,2
612,C.J. Saunders,OhioSt,0,1,2,0,4,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1.8,5.2,2.6,14,10,73,0
613,Javen Banks,TxSt,0,2,1,3,1,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,1.8,11.5,4.5,14,10,161,3
614,Josh Ali,Kty,0,2,1,1,1,1,2,0,0,3,0,0,0,3,0,0,0,0,0,0,1.8,8.2,5.1,14,10,115,1
615,Raekwon James,KentSt,0,4,6,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3.5,6.7,3.5,14,10,94,0
616,Tyler Simmons,UGa,0,1,3,0,1,0,0,0,0,0,1,3,2,1,2,0,0,0,0,0,1.6,9.9,4.1,14,9,138,2
617,Shocky Jacques-Louis,Pitt,0,1,4,0,1,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,1.8,5.4,4.8,14,9,76,0
618,JaQuan Blackwell,SJSU,0,7,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.1,3.2,14,8,58,1
619,Drayton Law,CentMi,0,0,0,2,0,2,1,0,5,3,0,1,0,0,0,0,0,0,0,0,2.3,5.9,4.4,14,8,82,0
620,Diondre Champaigne,GaSt,0,1,5,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2.8,4.7,4.2,14,7,66,3
621,DJ Nelson,UtahSt,0,4,0,3,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,1.6,8.6,2.9,13,12,112,0
622,Isaac Holder,EastMi,0,0,0,2,2,0,0,1,4,0,1,0,0,1,0,0,2,0,0,0,1.4,10.8,3.7,13,11,140,1
623,Mason Hays,TxSt,0,3,0,0,0,0,0,2,3,2,1,0,2,0,0,0,0,0,0,0,1.6,9.4,4.2,13,9,122,0
624,Boogie Knight,Akron,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,0,0,0,0,0,1.6,9.9,3.7,13,9,129,0
625,Jesse Jackson,MissSt,0,0,1,0,0,3,0,0,0,3,3,0,0,3,0,0,0,0,0,0,2.6,6.9,4.5,13,9,90,1
626,Connor Wedington,Stan,0,1,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,3.3,5.0,3.2,13,9,65,0
627,Justin Sawmiller,BGSU,0,0,0,3,2,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2.6,6.8,3.4,13,8,88,1
628,Taylor Compton,UtahSt,0,0,1,0,1,0,0,3,0,3,1,4,0,0,0,0,0,0,0,0,2.2,4.5,2.9,13,8,58,0
629,Isaiah Harris,KanSt,0,0,0,1,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3.3,2.8,4.9,13,7,37,0
630,Kolby Taylor,OreSt,0,0,0,5,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3.3,7.2,3.2,13,7,93,0
631,Kyle Philips,UCLA,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,2.4,3.4,13,6,31,0
632,Jonathan Ifedi,GaSt,0,2,4,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,2.6,5.5,3.9,13,6,71,0
633,CJ Windham,MiddTn,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,8.5,2.8,13,6,111,3
634,Patrick Reed,NM,0,2,0,0,0,2,1,1,5,0,0,0,0,2,0,0,0,0,0,0,2.2,13.5,5.0,13,5,176,2
635,Andrew Boston,EastWa,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,44.3,40.0,12,43,531,4
636,Rhett Cardwell,Rice,1,1,4,0,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1.5,4.8,3.4,12,11,58,0
637,Tre'Shaun Harrison,FlaSt,0,0,0,0,3,0,0,0,4,1,0,0,2,2,0,0,0,0,0,0,1.7,5.5,2.8,12,10,66,1
638,Charlie Fessler,NW,0,1,0,3,0,0,0,1,1,0,1,0,0,1,4,0,0,0,0,0,1.5,8.4,2.4,12,10,101,0
639,Darrell Brown,ODU,0,1,2,1,2,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1.3,9.2,2.6,12,9,110,0
640,Pooh Stricklin,Baylor,0,0,0,2,0,0,0,2,0,0,0,7,0,1,0,0,0,0,0,0,3.0,10.3,2.6,12,9,123,1
641,Jaylon Jackson,Colo,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,6.0,3.7,3.1,12,8,44,0
642,Isaiah Epps,Kty,0,0,0,3,0,1,0,0,0,0,2,3,3,0,0,0,0,0,0,0,2.4,6.3,4.4,12,8,76,0
643,Jared Cornelius,Ark,0,0,0,3,2,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2.0,8.5,3.6,12,8,102,0
644,Jaquarii Roberson,Wake,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,5,0,0,4.0,6.2,2.9,12,7,74,0
645,Donaven Tennyson,Vandy,0,1,3,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,0,1.3,7.8,3.0,12,6,94,0
646,David Ungerer,Idaho,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1.0,63.4,17.5,11,69,697,4
647,Myles Tease,Okla,0,0,0,2,1,1,0,0,0,1,0,3,0,0,3,0,0,0,0,0,1.6,9.5,2.9,11,10,104,1
648,Kam Scott,Missou,0,1,0,0,0,0,3,0,0,1,2,0,2,2,0,0,0,0,0,0,1.8,19.5,2.6,11,8,214,2
649,Nikko Hall,ColoSt,0,1,0,0,4,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,2.2,8.6,2.3,11,8,95,1
650,Kazmeir Allen,UCLA,0,3,0,0,0,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,1.2,3.2,2.9,11,7,35,1
651,Elijah Kothe,SDSU,0,0,0,0,3,0,0,0,0,3,2,1,0,0,0,0,0,2,0,0,1.8,7.1,4.2,11,7,78,0
652,Johnny Woods,KentSt,0,0,0,0,0,2,3,0,2,0,0,0,0,4,0,0,0,0,0,0,2.8,9.5,2.8,11,7,104,0
653,Jaetavian Toles,Tulane,0,0,2,1,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1.8,6.7,4.0,11,7,74,1
654,Berkeley Holman,NW,0,0,0,0,0,0,0,2,0,0,0,0,3,1,3,0,0,0,2,0,1.8,5.4,2.2,11,7,59,0
655,Kendall Hinton,Wake,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2.2,5.5,2.7,11,6,61,0
656,Dimitri Stanley,Colo,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,5.5,3.9,2.9,11,6,43,0
657,Damond Philyaw-Johnson,Duke,0,0,0,0,2,0,0,0,2,0,2,2,2,0,0,0,0,0,1,0,1.6,5.2,2.5,11,6,57,0
658,Javonte Woodard,LaTech,0,1,1,0,1,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,1.6,5.6,2.4,11,5,62,0
659,Kendal Keys,UNLV,0,4,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2.8,6.6,3.5,11,5,73,1
660,Zion Roland,USF,0,2,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,2.8,5.5,2.7,11,5,60,0
661,Walter Dawn,UTEP,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.2,3.5,11,4,57,0
662,Jadan Blue,Temple,0,3,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,3.5,2.6,11,3,39,0
663,Bryce Nunnelly,Chat,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.9,123.7,28.6,10,79,1237,7
664,Jakari Dillard,CenArk,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,74.5,43.5,10,36,745,7
665,Treon Harris,TennSt,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,47.6,35.7,10,35,476,5
666,Jaelin Carter,EastKy,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,23.2,34.5,10,20,232,2
667,Kedarian Jones,Mem,0,1,0,0,1,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,1.7,9.0,2.6,10,9,90,1
668,Darrius Scott,FIU,0,0,0,1,2,2,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1.3,8.6,2.8,10,9,86,0
669,Chico McClatcher,Wash,0,1,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4,13.4,2.6,10,9,134,0
670,Quinten Pounds,Wash,0,1,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,16.6,2.6,10,8,166,1
671,Charleston Rambo,Okla,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,4,0,2.0,12.5,2.7,10,8,125,1
672,Will Swinney,Clem,0,2,0,1,0,0,2,0,2,1,1,0,0,0,0,0,0,0,1,0,1.4,3.0,2.1,10,7,30,1
673,Aaron Young,Duke,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5.0,13.9,2.2,10,7,139,1
674,Jonathan Hodoh,UL-Mon,0,3,0,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.7,6.4,2.7,10,7,64,1
675,E.J. Scott,ColoSt,0,2,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2.5,5.0,2.1,10,7,50,0
676,John Mitchell,FlaAtl,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,3.3,6.6,2.8,10,6,66,0
677,Roshauud Paul,TexA&M,0,3,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,7.0,2.4,10,6,70,0
678,Mychal Cooper,Navy,0,0,0,2,1,0,2,0,2,1,0,0,0,1,0,1,0,0,0,0,1.4,9.6,9.6,10,5,96,1
679,Sam Harris,USA,0,1,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,7.8,3.3,10,5,78,0
680,Avery Davis,ND,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,3.0,2.5,10,5,30,0
681,Steven Claude,Wake,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,5.5,2.4,10,4,55,0
682,Jacob Robertson,Tulane,0,3,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.4,6.9,3.6,10,4,69,0
683,Dejon Brissett,Rich,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,33.8,34.6,9,16,304,1
684,Barrett Banister,Missou,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,3,0,1.5,9.8,2.1,9,8,88,0
685,Osiris St. Brown,Stan,0,1,0,1,2,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1.3,22.7,2.2,9,8,204,1
686,Ronnie Bell,Mich,0,0,0,0,1,0,2,0,0,0,0,2,1,3,0,0,0,0,0,0,1.1,16.1,2.7,9,8,145,2
687,Michael Young,ND,0,0,0,1,1,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,1.3,15.3,2.2,9,7,138,1
688,Sharod Johnson,Syr,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2.3,10.8,2.1,9,7,97,0
689,Anu Somoye,NM,0,2,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1.8,11.6,3.4,9,7,104,1
690,Wykeen Gill,KanSt,0,0,0,0,0,0,0,0,0,1,3,4,0,1,0,0,0,0,0,0,2.3,6.0,3.4,9,7,54,0
691,Neil McLaurin,SouMis,0,1,1,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1.5,11.2,2.4,9,7,101,1
692,Greg White,NorTx,0,2,0,0,1,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,1.8,9.7,1.9,9,7,87,0
693,Joshua Moore,Tex,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,5.9,1.9,9,7,53,1
694,Trevon Sidney,USC,0,3,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.3,11.6,2.4,9,7,104,0
695,A.D. Miller,Okla,0,2,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3,8.3,2.4,9,7,75,2
696,Devin Reece,BallSt,0,1,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,1.5,8.6,2.0,9,6,77,0
697,Mac Hippenhammer,PSU,0,0,1,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.3,11.4,2.6,9,6,103,1
698,Brayden Dickey,NM,0,2,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1.5,4.3,3.4,9,6,39,1
699,Jimmy Marshall,MiddTn,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,2.3,11.9,1.9,9,5,107,0
700,Ayden Eberhardt,Wyo,0,1,0,1,0,1,0,1,2,0,0,0,2,1,0,0,0,0,0,0,1.0,5.1,3.6,9,5,46,0
701,Bubba Ogbebor,ArkSt,0,2,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2.3,6.8,2.0,9,5,61,1
702,Tarik Black,Mich,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4,0,3.0,3.9,2.7,9,4,35,0
703,Bryce Mitchell,Toledo,0,3,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3.0,7.8,2.4,9,4,70,1
704,Aaron Molina,NM,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,4.5,7.1,3.4,9,4,64,0
705,Cam Johnson,Vandy,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,5.0,2.3,9,4,45,0
706,Kavika Johnson,UTEP,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.6,2.9,9,2,5,0
707,Derius Davis,TCU,0,3,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,1.0,13.0,2.1,8,8,104,2
708,Jackson Anthrop,Purdue,0,2,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0.9,6.8,1.6,8,8,54,0
709,Luke Shiflett,MiddTn,0,1,1,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1.3,5.9,1.7,8,7,47,0
710,Shemar Thornton,FIU,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,2.0,16.8,2.2,8,7,134,2
711,Austin Watkins,UAB,0,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,10.3,2.5,8,7,82,0
712,Nick Basquine,Okla,0,1,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,1,0,1.6,16.8,2.1,8,7,134,0
713,Bryan Reimers,Neb,0,0,0,0,0,0,1,1,0,3,1,1,0,1,0,0,0,0,0,0,1.3,6.5,2.1,8,6,52,0
714,Amare Jones,Tulane,0,0,0,0,0,0,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0.7,6.5,2.9,8,6,52,0
715,Al'Dontre Davis,TCU,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4.0,7.9,2.1,8,6,63,0
716,Jah'Marae Sheread,TxSt,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.0,6.6,2.6,8,6,53,0
717,Antonio Gibson,Mem,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,12.4,2.1,8,6,99,2
718,Lon'kevious McFadden,KentSt,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,2.7,11.8,2.0,8,6,94,0
719,Brian Cobbs,MD,0,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,0,0,1.1,13.5,3.6,8,5,108,0
720,Obe Fortune,GaSo,0,0,0,3,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,2.0,6.1,7.9,8,5,49,0
721,Brandon Lewis,AF,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,2.0,12.5,5.1,8,5,100,0
722,Justin Allen,Fres,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.7,4.8,1.9,8,5,38,0
723,Ryan Newsome,AriSt,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2.0,6.9,2.2,8,4,55,0
724,Kyle Groeneweg,Iowa,0,0,2,0,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0.7,5.9,2.0,8,4,47,0
725,Champ Flemings,OreSt,0,0,1,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0.7,8.5,2.0,8,4,68,0
726,Darion Anderson,GaSo,0,0,0,0,0,0,1,2,0,2,2,0,0,1,0,0,0,0,0,0,1.3,20.0,7.9,8,4,160,3
727,Brian Hightower,Mia-Fl,0,3,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,7.5,2.6,8,4,60,1
728,Tee Goree,SFA,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,99.6,20.0,7,64,697,3
729,Caleb Snead,Camp,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,115.7,23.3,7,45,810,9
730,Keegan Brewer,NorTx,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8,15.4,1.5,7,7,108,0
731,Christian Hayes,Army,0,0,1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.4,21.7,8.8,7,7,152,1
732,Keyan Williams,BallSt,0,2,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1.4,3.3,1.6,7,6,23,0
733,Colby Ransom,GaSo,0,2,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1.4,14.6,6.9,7,6,102,2
734,Deangelo Antoine,USF,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.8,10.7,1.7,7,6,75,1
735,Jamal Bell,UL-Laf,0,2,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1.4,5.4,2.2,7,6,38,1
736,Ryan Jenkins,AriSt,0,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.8,11.3,1.9,7,6,79,0
737,Cornell Powell,Clem,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,9.0,1.5,7,5,63,0
