,,,Week-By-Week Targets,,,,,,,,,,,,,,,,,,,,Averages,,,Receiving Totals,,,
183,Smoke Harris,LaTech,0,9,2,5,3,3,0,3,0,7,0,4,13,9,7,0,0,0,0,0,5.4,5.4,14.2,65,47,348,2
184,Ty Fryfogle,Ind,0,7,4,2,6,5,0,5,5,6,6,0,6,6,2,0,0,0,0,5,5.0,9.3,13.9,65,45,604,3
185,Nikko Remigio,Cal,0,5,0,5,6,4,6,0,8,0,0,0,6,14,7,0,0,0,4,0,6.5,7.9,18.3,65,38,513,3
186,Dez Fitzpatrick,Lou,0,2,6,0,7,0,7,6,9,2,0,4,7,5,7,0,0,0,3,0,5.4,9.8,22.1,65,35,635,6
187,Scotty Washington,Wake,0,8,9,7,13,8,0,7,8,0,5,0,0,0,0,0,0,0,0,0,8.1,9.3,14.3,65,35,607,7
188,Brennan Eagles,Tex,0,3,10,1,2,0,7,6,8,0,0,4,9,7,6,0,0,0,0,2,5.4,8.0,13.8,65,32,522,6
189,Jalen Tolbert,USA,0,7,3,12,3,7,4,0,5,5,0,2,3,6,8,0,0,0,0,0,5.4,8.0,23.4,65,27,521,6
190,Kyle Williams,AriSt,0,3,6,7,6,6,0,6,3,2,0,11,4,4,4,0,0,0,0,2,4.9,7.5,17.0,64,45,482,2
191,Reggie Roberson,SMU,0,20,8,5,6,4,7,0,12,2,0,0,0,0,0,0,0,0,0,0,8.0,12.5,13.2,64,43,803,6
192,Cee Jay Powell,LaTech,0,9,5,6,8,8,0,5,4,7,0,6,0,2,3,0,0,1,0,0,5.3,7.6,13.9,64,43,488,1
193,Isaiah Hamilton,SJSU,0,5,7,0,7,0,3,3,4,5,6,9,0,11,4,0,0,0,0,0,5.8,11.2,13.0,64,43,718,4
194,R.J. Sneed,Baylor,0,5,4,0,4,7,3,8,4,0,4,4,7,3,4,2,0,0,0,5,4.6,6.8,14.6,64,42,437,3
195,Alec Pierce,Cin,0,2,4,5,0,6,5,4,3,0,5,2,1,6,8,10,0,0,0,3,4.6,10.2,17.2,64,37,652,2
196,Bryce Mitchell,Toledo,0,6,0,2,5,6,6,7,1,4,0,6,8,6,7,0,0,0,0,0,5.3,10.6,19.1,64,35,679,4
197,Treylon Burks,Ark,0,6,3,5,0,9,0,6,5,2,4,12,0,7,5,0,0,0,0,0,5.8,7.4,15.8,64,29,475,0
198,Jalon Calhoun,Duke,0,3,9,7,0,3,7,6,7,9,0,4,4,1,3,0,0,0,0,0,5.3,6.7,17.2,63,46,420,4
199,Charleston Rambo,Okla,0,3,3,6,0,3,3,4,4,6,0,5,10,7,3,3,0,0,3,0,4.5,11.8,16.7,63,43,743,5
200,Nick Westbrook,Ind,0,6,0,7,3,4,0,5,7,1,5,0,5,5,9,0,0,0,0,6,5.3,9.1,13.5,63,42,572,5
201,Collin Johnson,Tex,0,8,6,0,0,0,0,7,13,16,0,7,0,0,0,0,0,0,0,6,9.0,8.9,13.4,63,38,559,3
202,Jalen McCleskey,Tulane,0,3,7,3,6,0,6,8,3,6,2,0,5,3,8,0,0,0,0,3,4.8,9.2,19.3,63,37,581,4
203,Sam Pinckney,GaSt,0,5,10,4,8,0,14,5,5,5,0,7,0,0,0,0,0,0,0,0,7.0,7.3,16.8,63,36,460,5
204,Josh Imatorbhebhe,Ill,0,3,4,6,5,0,6,9,5,2,4,9,0,10,0,0,0,0,0,0,5.7,10.1,17.2,63,33,634,9
205,Daylon Charlot,Kansas,0,8,0,2,4,4,3,0,7,4,9,0,8,7,7,0,0,0,0,0,5.7,6.6,16.5,63,33,413,2
206,Tavaris Harrison,FlaAtl,0,4,9,6,5,3,0,8,4,2,4,5,0,6,5,2,0,0,0,0,4.8,8.3,13.1,63,33,523,2
207,Jordan Kress,NM,0,3,0,1,4,4,4,4,10,8,8,0,7,4,6,0,0,0,0,0,5.3,8.4,19.4,63,28,530,6
208,Jaylond Adams,SouMis,0,6,6,13,5,5,0,4,11,6,0,6,0,0,0,0,0,0,0,0,6.9,7.8,14.3,62,48,483,2
209,Isiah Cox,Ohio,0,4,4,8,3,0,3,5,6,7,0,4,4,5,6,0,0,0,0,3,4.8,10.7,18.9,62,39,663,2
210,Dalton Schoen,KanSt,0,5,2,5,0,4,7,0,5,8,4,8,4,4,4,0,0,0,0,2,4.8,9.3,20.8,62,37,579,4
211,Jermaine Johnson,UMass,0,8,4,5,7,2,5,9,0,6,6,2,3,5,0,0,0,0,0,0,5.2,4.4,16.2,62,37,272,2
212,Tre'Shon Wolf,UTEP,0,5,4,0,1,3,14,0,6,7,3,3,4,6,6,0,0,0,0,0,5.2,7.0,19.5,62,34,433,2
213,Quian Williams,EastMi,0,2,9,0,9,0,2,2,7,11,3,0,4,5,5,0,0,0,2,0,5.1,10.8,13.4,61,52,661,6
214,Travell Harris,WashSt,0,5,4,4,7,4,0,6,5,3,0,3,6,4,8,0,0,0,2,0,4.7,8.8,8.8,61,47,536,5
215,Terrace Marshall,LSU,0,5,6,8,7,0,0,0,0,3,0,3,6,3,6,7,0,0,7,0,5.5,10.2,10.9,61,43,625,12
216,Talon Shumway,BYU,0,4,2,3,3,8,0,5,3,0,4,5,8,4,7,0,0,0,5,0,4.7,9.2,13.5,61,43,561,4
217,Jonathan Hodoh,UL-Mon,0,4,4,0,4,4,6,2,1,0,7,4,8,8,9,0,0,0,0,0,5.1,7.4,15.2,61,38,453,3
218,K.D. Nixon,Colo,0,3,8,6,8,0,1,0,5,8,12,6,0,2,2,0,0,0,0,0,5.1,7.6,15.3,61,35,465,3
219,Austin Maloney,FIU,0,4,5,5,6,0,4,5,2,3,2,3,0,3,5,0,0,14,0,0,4.7,10.5,15.9,61,33,639,2
220,Wan'Dale Robinson,Neb,0,7,6,3,11,4,8,4,0,6,10,0,0,0,1,0,0,0,0,0,6.0,7.6,18.6,60,40,453,2
221,Freddie Swain,Fla,3,0,1,5,5,0,9,7,6,0,10,1,2,0,5,0,0,0,6,0,5.0,8.6,13.0,60,38,517,7
222,Jackson Anthrop,Purdue,0,2,2,2,0,10,8,9,5,10,2,2,0,1,7,0,0,0,0,0,5.0,5.7,11.8,60,37,340,1
223,Tre Turner,VaTech,0,10,6,4,0,2,0,0,6,0,10,3,3,3,10,0,0,0,0,3,5.5,9.2,19.4,60,34,553,4
224,Julian Hicks,Akron,0,0,1,2,0,3,0,6,13,7,4,0,12,6,6,0,0,0,0,0,6.0,3.5,15.9,60,32,212,2
225,Boogie Knight,Akron,0,6,5,1,3,10,0,1,3,6,5,0,10,5,5,0,0,0,0,0,5.0,7.2,15.9,60,31,430,0
226,Marquez Callaway,Tenn,0,7,4,3,4,0,9,0,3,4,1,5,0,11,2,0,0,0,0,7,4.6,10.6,17.2,60,30,635,6
227,CT Thomas,Boise,0,9,0,5,6,0,5,6,2,0,5,2,2,5,6,2,0,4,0,0,4.5,8.8,12.9,59,41,522,5
228,Zakhari Franklin,Tx-SA,0,1,2,0,5,0,0,0,5,0,6,7,15,8,10,0,0,0,0,0,6.6,8.3,16.7,59,38,491,3
229,Cole Tucker,NIU,0,3,2,6,0,2,7,12,11,0,7,0,6,3,0,0,0,0,0,0,4.9,9.0,16.2,59,38,531,1
230,Tabari Hines,NCSU,0,5,4,3,4,9,0,4,3,0,8,5,0,6,8,0,0,0,0,0,5.4,6.8,12.9,59,37,402,2
231,Frank Darby,AriSt,0,4,2,2,6,3,0,5,5,10,0,4,6,4,0,0,0,0,0,8,4.9,10.4,15.7,59,31,616,8
232,Spencer Tears,NIU,0,3,8,7,0,7,7,2,7,1,6,0,2,7,2,0,0,0,0,0,4.9,6.3,16.2,59,23,370,2
233,Henry Ruggs,Ala,0,3,5,6,4,4,0,2,5,5,0,8,3,0,8,0,0,0,0,5,4.8,12.9,14.5,58,40,746,7
234,Brandon Smith,Iowa,0,5,7,7,0,9,5,9,11,0,0,0,0,0,0,0,0,0,5,0,7.3,7.6,14.2,58,37,439,5
235,Eli Stove,Auburn,0,5,10,7,5,2,3,0,0,5,6,0,5,3,5,0,0,0,0,2,4.8,5.5,15.0,58,37,321,3
236,D.J. Matthews,FlaSt,0,6,8,0,4,4,0,5,5,5,5,3,5,0,5,0,0,0,0,3,4.8,6.1,13.7,58,36,355,3
237,Tarique Milton,IaSt,0,4,0,9,4,4,1,4,5,6,0,3,5,2,8,0,0,0,3,0,4.5,12.4,12.1,58,35,722,3
238,Dominic Christian,Nevada,0,5,4,7,3,3,0,6,3,5,6,2,0,2,12,0,0,0,0,0,4.8,5.5,12.0,58,35,321,2
239,Donovan Peoples-Jones,Mich,0,0,0,0,3,5,4,7,8,2,2,0,5,6,12,0,0,0,0,4,5.3,7.6,14.4,58,34,438,6
240,Josh Palmer,Tenn,0,6,5,1,3,0,0,3,2,9,6,6,0,7,2,0,0,0,0,8,4.8,7.9,16.6,58,34,457,1
241,Amad Anderson,Purdue,0,11,5,4,0,6,3,3,4,2,3,12,0,3,2,0,0,0,0,0,4.8,5.9,11.4,58,31,343,3
242,Kendrick Rogers,TexA&M,0,1,10,7,9,1,0,3,6,5,4,0,3,6,3,0,0,0,0,0,4.8,6.1,13.0,58,30,351,2
243,Chris Finke,ND,0,2,0,4,5,3,1,7,0,1,11,6,3,8,0,0,0,0,6,0,4.8,8.0,14.1,57,41,456,4
244,Mathew Sexton,EastMi,0,4,9,5,6,0,7,6,4,7,4,0,4,1,0,0,0,0,0,0,5.2,8.9,12.5,57,34,508,4
245,Jaylen Erwin,UCLA,0,6,7,4,4,13,3,0,5,2,5,0,2,2,4,0,0,0,0,0,4.8,5.9,13.8,57,32,339,2
246,Antonio Gibson,Mem,0,0,2,2,0,3,2,3,3,5,9,0,5,4,2,6,0,0,10,0,4.0,13.1,13.0,56,38,735,8
247,Jamarye Joiner,Ari,6,0,2,5,0,4,6,4,5,7,4,0,2,2,9,0,0,0,0,0,4.7,9.9,13.7,56,34,552,5
248,Geraud Sanders,AF,0,2,0,12,20,10,24,2,6,4,10,0,6,10,2,0,0,0,4,0,4.3,13.3,47.9,56,30,746,7
249,Geraud Sanders,AF,0,2,0,12,20,10,24,2,6,4,10,0,6,10,2,0,0,0,4,0,4.3,13.3,47.9,56,30,746,7
250,Stephen Guidry,MissSt,0,7,4,4,0,4,0,3,9,4,3,0,5,4,2,0,0,0,7,0,4.7,6.9,17.6,56,30,387,5
251,Kobay White,BC,0,5,2,11,3,6,6,0,1,3,2,7,0,3,4,0,0,0,0,3,4.3,8.2,19.2,56,29,460,5
252,Samuel Emilus,UMass,0,0,5,9,6,7,1,5,0,5,2,5,7,4,0,0,0,0,0,0,5.1,4.9,14.6,56,27,273,2
253,B.J. Casteel,Ari,5,0,3,1,0,10,8,1,5,4,4,0,5,2,7,0,0,0,0,0,4.6,7.2,13.4,55,45,397,3
254,Corey Sutton,App,0,0,0,0,8,6,0,2,7,4,12,4,10,2,0,0,0,0,0,0,6.1,10.9,15.1,55,41,601,7
255,Desmond Phillips,Toledo,0,2,0,5,1,6,5,10,4,3,0,7,1,6,5,0,0,0,0,0,4.6,6.8,16.4,55,36,376,2
256,Sean Riley,Syr,0,5,7,6,6,1,0,7,9,4,8,0,0,2,0,0,0,0,0,0,5.0,5.0,14.4,55,36,275,1
257,Jimmy Marshall,MiddTn,0,1,1,4,0,3,6,5,5,3,4,0,8,7,8,0,0,0,0,0,4.6,9.3,15.4,55,35,513,6
258,T.J. Simmons,WVU,0,6,2,4,9,0,9,6,7,0,4,0,0,6,2,0,0,0,0,0,5.5,8.3,12.2,55,35,455,4
259,Tyrice Richie,NIU,0,5,8,7,0,5,9,7,0,2,2,0,6,3,1,0,0,0,0,0,5.0,7.5,15.1,55,32,415,4
260,Jeremiah Haydel,TxSt,0,5,8,5,2,4,0,4,0,3,3,0,5,8,8,0,0,0,0,0,5.0,5.9,12.9,55,32,324,0
261,Jonathan Nance,Missou,0,6,3,2,7,0,2,3,4,7,0,5,8,4,4,0,0,0,0,0,4.6,8.3,14.9,55,31,458,4
262,Demetris Robertson,UGa,0,4,3,0,5,0,2,9,2,0,4,1,5,5,6,8,0,0,0,1,4.2,6.1,13.4,55,30,333,3
263,Taye Barber,TCU,0,1,0,0,3,0,0,0,7,7,10,2,13,3,9,0,0,0,0,0,6.1,6.8,14.1,55,29,372,0
264,Aaron Young,Duke,0,3,7,6,0,5,9,0,3,3,0,3,8,4,4,0,0,0,0,0,5.0,6.7,15.0,55,29,367,3
265,Rashad Medaris,Cin,0,3,1,5,0,3,5,4,8,0,1,4,2,5,5,5,0,0,0,4,3.9,6.4,14.7,55,25,354,2
266,Anthony Schwartz,Auburn,0,0,1,1,3,3,2,0,7,4,12,0,9,5,1,0,0,0,0,6,4.5,8.1,14.0,54,41,440,1
267,Drake London,USC,0,0,3,0,2,4,0,1,4,9,8,4,6,9,0,0,0,0,4,0,4.9,10.5,11.0,54,39,567,5
268,Andre Baccellia,Wash,0,9,6,7,4,4,6,2,2,0,6,2,0,2,0,0,0,4,0,0,4.5,5.8,13.2,54,29,314,4
269,Akilian Butler,Boise,0,9,6,6,3,0,4,4,3,0,2,5,2,2,4,4,0,0,0,0,4.2,5.9,11.8,54,28,316,2
270,Ardell Brown,UConn,0,0,11,0,4,6,5,3,6,3,0,5,0,5,6,0,0,0,0,0,5.4,6.8,14.4,54,27,368,2
271,Simi Fehoko,Stan,0,1,4,5,2,2,6,0,3,6,0,4,6,6,9,0,0,0,0,0,4.5,10.5,12.2,54,24,566,6
272,Ahmarean Brown,GaTech,0,1,2,3,0,7,4,5,7,0,10,3,3,3,6,0,0,0,0,0,4.5,7.3,20.9,54,21,396,7
273,Antwan Davis,BallSt,0,3,6,7,8,0,2,3,3,6,0,2,4,4,5,0,0,0,0,0,4.4,9.7,14.4,53,38,516,3
274,Binjimen Victor,OhioSt,0,2,5,4,5,1,4,0,3,3,0,4,6,3,4,4,0,0,5,0,3.8,10.8,13.3,53,35,573,6
275,Dalton Rigdon,TxTch,0,7,6,5,0,8,2,3,4,9,0,3,6,0,0,0,0,0,0,0,5.3,9.2,10.3,53,34,486,5
276,Kendall Parham,UAB,0,3,5,0,5,5,5,7,9,0,5,4,0,2,3,0,0,0,0,0,4.8,11.5,16.0,53,29,608,6
277,Jeremy Singleton,Hou,0,3,7,4,3,1,0,7,3,6,7,0,6,3,3,0,0,0,0,0,4.4,7.2,17.5,53,26,381,3
278,Justin Garrett,UTEP,0,0,0,0,1,0,4,0,5,5,11,8,4,5,9,0,0,0,0,0,4.3,8.6,16.4,52,40,446,3
279,Jacquez Sloan,WestKy,0,5,2,10,0,3,2,6,6,4,8,2,0,0,2,0,0,0,2,0,4.0,5.7,11.4,52,34,297,1
280,Zak Simon,UMass,0,7,3,2,5,4,3,8,0,5,3,3,7,2,0,0,0,0,0,0,4.3,6.8,13.6,52,32,355,2
281,Quin Jernighan,WestKy,0,1,2,7,0,3,4,4,4,4,9,0,0,6,5,0,0,0,3,0,4.3,6.6,11.4,52,32,341,2
282,Cam Johnson,Vandy,0,3,3,0,4,9,4,5,1,0,2,4,4,4,9,0,0,0,0,0,4.3,6.1,14.1,52,30,316,3
283,Dimitri Stanley,Colo,0,2,5,7,4,0,8,6,4,2,2,4,0,4,4,0,0,0,0,0,4.3,6.0,13.0,52,29,312,2
284,Yo'Heinz Tyler,BallSt,0,4,1,7,11,0,2,5,2,5,0,2,3,6,4,0,0,0,0,0,4.3,9.7,14.1,52,27,504,5
285,Tayvian Cunningham,Ari,5,0,5,6,0,6,5,1,0,7,3,0,7,3,3,0,0,0,0,0,4.3,7.5,12.5,51,35,383,2
286,Luke Whittemore,Troy,0,1,0,7,10,6,3,0,3,1,4,2,5,6,3,0,0,0,0,0,4.3,8.5,10.8,51,34,431,2
287,DJ Stubbs,Lib,0,9,6,3,2,3,4,0,5,3,5,3,0,1,5,0,0,2,0,0,3.9,7.9,11.4,51,32,401,3
288,Gunner Romney,BYU,0,3,2,4,7,4,0,7,1,0,6,2,3,5,7,0,0,0,0,0,4.3,7.4,11.3,51,31,377,2
289,Juwan Johnson,Oregon,0,0,0,0,0,0,0,5,1,5,8,0,8,8,5,5,0,0,0,6,5.7,9.2,11.5,51,30,467,4
290,Osirus Mitchell,MissSt,0,9,3,9,5,4,0,8,2,4,1,0,2,2,0,0,0,0,2,0,4.3,8.4,16.0,51,29,430,6
291,Ricky Smalling,Ill,0,10,14,9,7,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,7.3,4.4,13.9,51,24,225,1
292,Steve Jenkins,UNLV,0,3,4,2,0,6,7,4,9,5,0,0,1,3,6,0,0,0,0,0,4.5,7.7,13.2,50,23,386,2
293,Bo Melton,Rut,0,6,7,0,5,3,6,2,2,5,2,0,4,3,4,0,0,0,0,0,4.1,8.7,18.2,49,30,427,2
294,Donny Navarro,Ill,0,0,0,1,0,0,5,4,2,1,4,12,0,6,4,0,0,0,10,0,4.1,7.0,13.4,49,27,345,2
295,Josh Ali,Kty,0,3,4,4,8,9,0,3,1,1,0,2,5,4,1,0,0,0,0,4,3.8,4.8,19.4,49,23,233,3
296,Randall St. Felix,USF,0,3,6,5,0,2,4,0,7,6,0,4,6,5,1,0,0,0,0,0,4.5,5.3,15.3,49,22,261,2
297,Kwamie Lassiter,Kansas,0,0,0,5,3,2,1,0,8,10,1,0,8,6,4,0,0,0,0,0,4.0,7.3,12.6,48,34,352,1
298,Michael Mathison,Akron,0,5,3,6,10,6,0,6,6,3,3,0,0,0,0,0,0,0,0,0,5.3,5.1,12.7,48,31,243,0
299,Deddrick Thomas,MissSt,0,2,2,4,3,4,0,5,6,6,2,0,2,5,6,0,0,0,1,0,3.7,8.4,15.1,48,30,401,2
300,Kaleb Fossum,Nevada,0,10,8,5,4,3,0,3,8,4,2,1,0,0,0,0,0,0,0,0,4.8,6.1,9.9,48,28,292,0
301,Jordan Duncan,Cal,0,1,2,1,8,2,5,0,6,7,0,3,10,3,0,0,0,0,0,0,4.4,7.6,13.5,48,25,364,2
302,Billy Kemp,UVa,0,0,4,3,2,4,0,2,2,0,0,4,0,8,4,13,0,0,1,0,3.6,6.1,9.3,47,35,289,1
303,Amare Jones,Tulane,0,4,5,5,0,0,7,4,6,4,0,0,2,2,3,0,0,0,0,5,3.6,7.8,14.4,47,34,367,2
304,Trevon Grimes,Fla,2,0,6,3,3,5,1,4,4,0,2,4,4,0,6,0,0,0,3,0,3.6,10.4,10.2,47,33,491,3
305,Line Latu,EastMi,0,1,5,5,1,0,4,1,3,3,1,0,1,4,10,0,0,0,8,0,3.6,7.9,10.3,47,30,373,3
306,Rontavius Groves,UNC,0,4,4,2,8,2,7,0,4,4,3,0,2,4,2,0,0,0,1,0,3.6,5.3,11.1,47,27,250,1
307,Malik Knowles,KanSt,0,7,6,4,0,0,4,0,3,3,2,6,5,2,0,0,0,0,0,5,4.3,8.4,15.8,47,27,397,3
308,Aaron Moore,ODU,0,1,0,0,0,0,1,2,1,0,6,5,0,22,9,0,0,0,0,0,5.9,8.3,13.5,47,26,389,3
309,Tarik Black,Mich,0,5,7,0,6,3,5,3,5,0,4,0,3,5,1,0,0,0,0,0,4.3,6.9,11.7,47,25,323,1
310,Camden Harrison,Army,0,0,0,1,4,0,10,4,6,6,5,0,4,0,5,0,2,0,0,0,4.3,9.2,38.5,47,25,433,3
311,Savon Scarver,UtahSt,0,7,5,0,10,6,8,0,2,2,3,0,2,0,0,0,0,2,0,0,3.9,5.8,9.7,47,24,271,0
312,Raghib Ismail,Wyo,0,5,3,3,6,0,0,2,2,6,0,5,0,5,4,0,0,0,0,6,3.9,7.6,19.7,47,23,355,2
313,Champ Flemings,OreSt,0,4,1,5,0,6,1,3,2,0,4,4,7,6,3,0,0,0,0,0,3.8,9.9,11.2,46,32,457,3
314,Johnathon Johnson,Missou,0,11,3,2,8,0,3,11,5,3,0,0,0,0,0,0,0,0,0,0,5.8,6.4,12.4,46,29,294,0
315,Austin Conway,Wyo,0,3,4,3,10,2,0,3,0,2,0,3,7,3,3,0,0,0,0,3,3.8,6.8,19.2,46,23,314,1
316,Malachi Carter,GaTech,0,4,4,2,0,7,8,2,0,0,2,4,4,5,4,0,0,0,0,0,4.2,5.2,17.8,46,16,240,2
317,Jeff Thomas,Mia-Fl,4,0,9,4,4,0,7,5,0,0,5,2,0,3,2,0,0,0,0,0,4.5,8.4,10.5,45,31,379,3
318,Sheldon Jones,Tx-SA,0,2,3,4,10,0,0,1,4,0,1,4,3,4,9,0,0,0,0,0,3.8,5.8,12.7,45,31,259,0
319,Jahan Dotson,PSU,0,2,4,5,0,4,3,3,4,3,0,4,4,4,1,0,0,0,4,0,3.5,10.8,12.4,45,27,488,5
320,Izaiah Lottie,NMSt,0,1,2,5,7,6,5,4,0,1,0,6,2,1,5,0,0,0,0,0,3.8,6.4,10.1,45,27,287,0
321,Kevin Shaa,Lib,0,5,7,6,5,9,2,0,1,4,2,1,0,0,0,0,0,3,0,0,4.1,7.7,10.1,45,26,346,2
322,McLane Mannix,TxTch,0,5,2,6,0,0,3,6,4,2,0,2,4,7,4,0,0,0,0,0,3.8,5.5,8.7,45,26,248,3
323,Trevon Clark,Cal,0,1,1,0,3,6,11,0,4,3,0,2,2,5,6,0,0,1,0,0,3.8,5.6,12.7,45,21,250,2
324,Jamal Bell,UL-Laf,0,11,3,3,5,4,0,1,0,0,1,1,4,6,1,2,0,0,0,2,3.4,10.1,11.1,44,34,445,1
325,Antwan Dixon,KentSt,0,8,0,4,3,0,3,6,2,5,0,1,1,1,4,0,0,6,0,0,3.7,7.6,12.6,44,34,333,1
326,Demari Simpkins,Utah,0,5,3,0,2,3,0,4,3,3,4,0,1,5,2,6,0,0,0,3,3.4,8.0,13.8,44,32,352,2
327,Terrell Bynum,Wash,0,3,0,0,0,0,1,0,6,0,11,7,0,5,5,0,0,6,0,0,4.9,8.4,10.8,44,31,368,2
328,Tayvion Robinson,VaTech,0,8,6,4,0,5,2,4,1,0,2,2,0,2,6,0,0,0,0,2,3.4,9.2,14.2,44,31,404,1
329,Chris Autman-Bell,Minn,0,2,3,5,0,4,3,1,2,4,0,4,5,2,6,0,0,0,0,3,3.4,8.4,13.8,44,28,371,5
330,Cedric Peterson,Ari,2,0,5,1,0,5,3,3,3,5,5,0,2,6,4,0,0,0,0,0,3.7,9.4,10.8,44,24,412,2
331,Brennon Dingle,UMass,0,4,3,0,6,1,2,3,0,7,4,3,10,1,0,0,0,0,0,0,4.0,5.4,11.5,44,23,239,1
332,Kolby Taylor,OreSt,0,8,5,2,0,7,4,8,5,0,0,0,0,3,2,0,0,0,0,0,4.9,5.0,10.7,44,22,219,1
333,Cameron Odom,Ohio,0,1,3,0,10,0,3,7,3,3,0,6,4,2,0,0,0,0,0,2,4.0,4.7,13.4,44,19,207,0
334,Isaiah Washington,Rut,0,4,3,0,6,2,3,0,5,6,0,0,3,3,9,0,0,0,0,0,4.4,6.2,16.4,44,18,272,1
335,Rondale Moore,Purdue,0,14,21,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,9.0,8.4,43,29,387,2
336,Osiris St. Brown,Stan,0,2,3,4,4,6,2,0,3,2,0,2,2,7,6,0,0,0,0,0,3.6,6.1,9.8,43,27,263,0
337,Jarrod Jackson,UL-Laf,0,2,3,1,1,2,0,6,0,0,2,4,1,5,5,9,0,0,0,2,3.3,9.4,10.8,43,25,405,0
338,Matt Drayton,UConn,0,9,3,0,3,4,6,2,4,1,3,1,0,4,3,0,0,0,0,0,3.6,6.5,11.5,43,21,278,2
339,Darren Woods,UNLV,0,2,0,3,0,5,11,1,4,2,5,0,10,0,0,0,0,0,0,0,4.3,6.4,11.3,43,21,276,3
340,Dax Milne,BYU,0,2,2,4,6,4,0,2,1,0,4,2,3,1,6,0,0,0,6,0,3.3,6.6,9.5,43,21,285,2
341,Steven Claude,Wake,0,7,2,0,4,2,0,1,0,0,3,5,1,4,11,0,0,0,3,0,3.6,4.9,9.5,43,20,211,0
342,Lawrence Cager,UGa,0,2,2,3,5,0,6,5,0,0,8,8,3,0,0,0,0,0,0,0,4.7,11.3,10.2,42,33,476,4
343,Trevis Graham,TxSt,0,5,7,4,0,1,0,5,0,1,9,4,3,0,3,0,0,0,0,0,4.2,8.4,9.8,42,28,353,4
344,Chase Cota,UCLA,0,4,4,1,7,3,4,0,3,1,2,0,2,3,8,0,0,0,0,0,3.5,8.3,10.2,42,25,350,3
345,Rashee Rice,SMU,0,0,0,0,0,3,5,0,0,5,11,5,0,7,2,0,0,4,0,0,5.3,9.6,8.7,42,25,403,1
346,Jalen Walker,Mia-O,0,2,3,3,1,4,0,5,8,3,0,0,1,1,1,3,0,0,0,7,3.2,10.0,12.7,42,24,418,2
347,Zay Flowers,BC,0,2,0,3,5,3,6,0,2,5,2,5,0,2,4,0,0,0,0,3,3.2,8.1,14.4,42,22,341,3
348,Jacob Harris,UCF,0,1,2,2,8,1,5,0,4,0,3,3,0,8,1,0,0,4,0,0,3.5,10.7,9.3,42,19,448,1
349,Garrett Wilson,OhioSt,0,0,1,4,4,2,2,0,3,2,0,6,3,3,5,2,0,0,4,0,3.2,10.5,10.3,41,30,432,5
350,Bret Clark,Troy,0,2,0,2,2,5,3,0,5,7,3,4,4,0,4,0,0,0,0,0,3.7,7.8,8.7,41,29,319,3
351,Austin Mack,OhioSt,0,4,3,3,2,4,2,0,6,0,0,0,0,4,3,1,0,0,9,0,3.7,8.8,10.3,41,27,361,3
352,Tre'Shaun Harrison,FlaSt,0,0,3,2,4,6,0,9,2,3,3,5,4,0,0,0,0,0,0,0,4.1,7.0,9.7,41,27,289,2
353,Jalen Virgil,App,0,5,4,0,2,2,0,0,2,1,3,0,2,5,5,3,0,7,0,0,3.2,9.3,11.3,41,24,383,4
354,Daniel Lee,Buff,0,2,1,3,1,1,2,0,6,6,4,0,7,3,4,0,0,1,0,0,3.2,6.9,15.0,41,23,284,1
355,Deondre Farrier,ECU,0,4,2,4,5,6,3,0,4,4,1,1,0,5,2,0,0,0,0,0,3.4,7.5,9.3,41,22,309,0
356,Scott Bracey,Duke,0,4,7,2,0,0,4,3,5,8,0,4,2,0,2,0,0,0,0,0,4.1,6.6,11.2,41,21,270,2
357,Anselem Umeh,NM,0,3,0,0,7,2,4,0,1,7,9,0,4,3,1,0,0,0,0,0,4.1,6.6,12.6,41,21,272,0
358,Javen Banks,TxSt,0,2,1,0,2,1,0,8,0,2,0,9,7,9,0,0,0,0,0,0,4.6,9.0,9.6,41,20,367,4
359,Will Hastings,Auburn,0,3,12,2,1,3,3,0,0,0,4,0,7,0,1,0,0,0,0,5,3.7,5.4,10.6,41,19,222,1
360,Kanawai Noa,Neb,0,3,2,6,4,2,5,1,0,3,9,0,6,0,0,0,0,0,0,0,4.1,6.0,12.7,41,17,245,2
361,Jaylen Waddle,Ala,0,6,4,1,3,1,0,4,1,5,0,4,2,3,4,0,0,0,0,2,3.1,14.0,10.0,40,33,560,6
362,Hassan Beydoun,EastMi,0,0,2,0,4,0,3,5,6,1,1,0,1,4,2,0,0,0,11,0,3.6,8.7,8.8,40,30,349,1
363,KeSean Carter,TxTch,0,3,1,3,0,1,2,2,1,4,0,2,0,5,16,0,0,0,0,0,3.3,7.6,7.7,40,27,303,2
364,Jyaire Shorter,NorTx,0,1,1,10,3,3,0,2,4,3,4,1,0,3,5,0,0,0,0,0,3.3,11.8,9.0,40,24,473,9
365,Nate Craig-Myers,ColoSt,0,0,0,0,6,8,5,1,0,5,4,0,4,2,5,0,0,0,0,0,4.4,8.2,9.2,40,23,329,1
366,Robert Downs,NMSt,0,6,1,4,4,0,1,2,0,3,0,2,7,4,6,0,0,0,0,0,3.6,6.6,9.0,40,22,265,2
367,Mekhi Stevenson,UNLV,0,5,2,2,0,1,9,2,2,1,3,0,0,9,4,0,0,0,0,0,3.6,4.6,10.6,40,20,184,3
