,,,Fantasy,,Passing,,,,,,Rushing,,
Zach Yeager,North Carolina A&T,4,25.2,6.3,27,59,296,1,2,5.02,12,64,0
Boone Abbott,,5,24.2,4.8,18,35,222,2,2,6.34,14,51,0
Garrett Dzuro,Massachusetts,5,24.2,4.8,22,36,311,1,0,8.64,31,46,0
Jalen Macon,Arkansas-Pine Bluff,4,24.2,6.0,24,44,303,1,3,6.89,15,50,0
Jayden Clemons,Wyoming,5,24.1,4.8,12,29,145,1,3,5.00,15,68,1
Quincy Patterson,Temple,5,23.9,4.8,6,11,64,0,0,5.82,28,87,2
Cameron Friel,UNLV,5,23.4,4.7,33,49,364,3,1,7.43,12,-68,0
Stone Earle,North Texas,4,23.3,5.8,5,8,45,1,0,5.63,18,110,1
Colin Parachek,,4,22.5,5.6,24,46,223,2,0,4.85,17,33,0
Nate Johnson,Utah,4,22.4,5.6,1,1,16,1,0,16.00,5,51,2
Tate Rodemaker,Florida State,7,22.1,3.2,18,31,254,2,2,8.19,10,14,0
Bryce Carpenter,Coastal Carolina,12,22.1,1.8,4,6,53,1,0,8.83,39,94,1
Chayil Garnett,Tennessee State,2,21.9,11.0,9,19,92,1,2,4.84,13,73,1
Thomas Castellanos,Central Florida,5,21.8,4.4,9,16,75,0,0,4.69,14,120,1
Noah Kim,Michigan State,3,21.2,7.1,14,19,174,3,0,9.16,1,5,0
Evan Olaes,Indiana State,7,21.1,3.0,22,39,208,1,0,5.33,22,67,0
Baron May,,5,21.1,4.2,10,30,77,0,2,2.57,22,112,1
Lendon Redwine,,1,20.9,20.9,25,36,264,1,1,7.33,9,-23,1
Jake Simmons,,4,20.8,5.2,32,62,268,1,1,4.32,8,34,0
Luke Altmyer,Mississippi,5,20.6,4.1,8,17,125,2,1,7.35,4,3,1
Jensen Jones,Air Force,7,20.2,2.9,0,1,0,0,0,0.00,14,82,2
John Seter,,1,19.9,19.9,20,32,259,2,0,8.09,4,-11,0
Jordan Davis,,6,18.5,3.1,0,0,0,0,0,0.00,0,0,0
Taisun Phommachanh,Georgia Tech,2,18.3,9.1,2,5,13,0,1,2.60,15,56,2
James Foster,UNC Charlotte,6,18.2,3.0,12,28,170,2,1,6.07,11,17,0
Sol-Jay Maiava-Peters,BYU,1,18.0,18.0,7,13,47,0,1,3.62,14,96,1
Kai Horton,Tulane,4,17.9,4.5,13,23,165,3,0,7.17,6,-20,0
Billy Atkins,James Madison,5,17.3,3.5,19,43,212,2,5,4.93,14,-13,0
Sofian Massoud,,5,17.1,3.4,19,27,215,1,2,7.96,10,23,0
Kylan Weisser,Weber State,6,16.8,2.8,16,28,160,2,1,5.71,7,8,0
Maasai Maynor,Navy,3,16.4,5.5,7,14,132,1,0,9.43,10,-2,1
Nicholas Vattiato,Middle Tenn. St,2,16.0,8.0,30,46,293,0,1,6.37,24,13,0
Alex Orji,Michigan,3,16.0,5.3,1,1,5,0,0,5.00,6,37,2
Jack Turner,Louisiana Tech,2,15.8,7.9,16,29,176,1,2,6.07,7,30,0
Cole Freeman,Northwestern,3,15.5,5.2,22,45,178,0,5,3.96,18,66,0
Kai Millner,California,3,15.4,5.1,9,15,121,2,0,8.07,1,13,0
CJ Montes,New Mexico,4,15.1,3.8,27,51,174,0,1,3.41,22,4,1
Kevin Jennings,SMU,4,15.1,3.8,17,22,205,1,0,9.32,5,8,0
Kaiya Sheron,Kentucky,4,15.0,3.7,17,29,187,2,1,6.45,11,-24,0
Aaron McLaughlin,Jacksonville State,7,14.9,2.1,11,22,149,0,2,6.77,24,74,0
D.J. Mack,Old Dominion,5,14.8,3.0,1,3,21,1,0,7.00,5,33,1
Justin Ibieta,Tulane,4,14.4,3.6,13,16,138,0,0,8.63,3,15,1
Brayden Fowler-Nicolosi,Colorado State,3,14.3,4.8,17,37,194,1,2,5.24,5,6,0
J.P. Andrade,,7,14.1,2.0,11,23,113,2,1,4.91,2,4,0
Dylan Morris,Washington,7,14.0,2.0,9,16,142,1,1,8.88,5,29,0
Kyle McCord,Ohio State,7,13.9,2.0,16,20,190,1,0,9.50,3,4,0
Jalen Kitna,Florida,4,13.7,3.4,10,14,181,1,0,12.93,1,6,0
Chandler Morris,TCU,4,13.7,3.4,18,27,145,1,0,5.37,6,24,0
Grady Robison,Southern Utah,5,13.3,2.7,4,6,29,0,0,4.83,10,58,1
Devin Larsen,,1,13.0,13.0,21,44,165,1,1,3.75,4,7,0
Darius Ocean,Western Kentucky,5,12.9,2.6,7,12,135,2,1,11.25,8,-19,0
Miller Moss,USC,5,12.9,2.6,12,14,159,1,0,11.36,3,9,0
Zeon Chriss,Louisiana-Lafayette,4,12.8,3.2,9,15,109,1,1,7.27,6,33,0
Nate Yarnell,Pittsburgh,2,12.8,6.4,10,14,195,1,0,13.93,2,-10,0
Grant Wilson,,3,12.6,4.2,4,5,41,2,0,8.20,8,25,0
Cade Fortin,Arkansas,3,12.5,4.2,14,29,135,1,0,4.66,7,17,0
Harold Blood,,5,12.4,2.5,11,19,220,1,1,11.58,7,-26,0
DJ Williams,Murray State,1,12.3,12.3,8,16,207,1,0,12.94,4,-21,0
Chancellor Edwards,Arkansas-Pine Bluff,8,12.2,1.5,20,46,184,0,3,4.00,19,-30,1
Joe Labas,Iowa,1,12.1,12.1,14,24,139,1,0,5.79,4,11,0
Ari Patu,Stanford,4,12.1,3.0,6,9,65,2,0,7.22,3,8,0
Chance Amie,Grambling State,5,11.8,2.4,2,6,23,0,0,3.83,16,46,1
Joey Yellen,Hawaii,4,11.7,2.9,40,87,324,0,2,3.72,7,-45,0
Eddie Lee Marburger,UTSA,6,11.7,2.0,10,25,100,1,0,4.00,9,27,0
D'Wan Mathis,Temple,9,11.5,1.3,14,30,125,0,0,4.17,12,8,0
John Mateer,Washington State,1,11.4,11.4,2,2,32,1,0,16.00,4,58,0
Cornelious Brown,,7,11.4,1.6,4,12,37,0,0,3.08,12,35,1
Tommy Ulatowski,Kent,2,11.2,5.6,6,11,102,1,0,9.27,4,21,0
Maddox Kopp,Colorado,2,11.1,5.5,15,28,123,1,0,4.39,4,9,0
Gunnar Holmberg,Florida International,2,10.9,5.4,14,20,103,1,0,5.15,7,17,0
Michael Alaimo,Purdue,4,10.5,2.6,9,18,74,1,1,4.11,7,28,0
Ben Brittain,Air Force,5,10.5,2.1,1,2,80,1,0,40.00,3,25,0
Noah Fifita,Arizona,3,10.4,3.5,9,19,128,1,0,6.74,0,0,0
Jack Miller,Florida,1,10.3,10.3,13,22,180,0,0,8.18,13,13,0
Nicco Marchiol,West Virginia,2,10.3,5.1,4,13,61,1,0,4.69,6,32,0
Cade McNamara,Michigan,3,10.0,3.3,14,25,180,1,1,7.20,4,-30,0
Chase Wolf,Wisconsin,3,10.0,3.3,18,32,137,1,1,4.28,4,-9,0
Desmond Trotter,South Alabama,6,9.9,1.7,15,20,144,0,0,7.20,6,27,0
Jackson Stratton,Colorado State,3,9.7,3.2,4,17,78,1,2,4.59,1,18,0
Kiael Kelly,Ball State,1,9.5,9.5,1,1,23,0,0,23.00,8,83,0
Cam Ransom,McNeese State,5,9.2,1.8,4,12,45,0,1,3.75,18,69,0
Alex Padilla,Iowa,2,9.2,4.6,21,43,173,1,2,4.02,9,-35,0
Zac Larrier,Air Force,6,9.1,1.5,0,0,0,0,0,0.00,12,60,0
Mareyohn Hrabowski,Western Michigan,6,9.1,1.5,4,8,56,0,0,7.00,26,63,0
Trexler Ivey,UNC Charlotte,1,9.0,9.0,9,16,101,1,0,6.31,2,-1,0
Jack Tuttle,Indiana,1,8.9,8.9,9,12,82,1,0,6.83,10,8,0
Brendon Lewis,Colorado,2,8.9,4.5,15,24,92,0,0,3.83,12,43,0
Tayven Jackson,Tennessee,3,8.9,3.0,3,4,37,0,0,9.25,4,10,1
Te'Sean Smoot,Jacksonville State,2,8.6,4.3,1,2,8,0,0,4.00,6,22,1
Kaiden Bennett,,6,8.5,1.4,4,7,26,0,1,3.71,12,72,0
Jakolby Longino,,4,8.4,2.1,5,9,93,0,0,10.33,12,37,0
Shawqi Itraish,Rice,5,8.3,1.7,22,41,197,0,4,4.80,5,-16,0
Logan Smothers,Nebraska,5,7.6,1.5,10,19,96,0,0,5.05,12,28,0
Davis Warren,Michigan,5,7.5,1.5,5,9,89,0,0,9.89,3,30,0
Ben Harris,,2,7.4,3.7,1,3,6,1,0,2.00,3,31,0
Ta'Quan Roberson,UConn,1,7.3,7.3,1,2,10,0,0,5.00,3,8,1
Will Crowder,West Virginia,2,7.3,3.6,6,6,57,1,0,9.50,1,4,0
Destin Wade,Kentucky,1,7.2,7.2,16,30,98,0,2,3.27,17,23,0
Alan Bowman,Michigan,3,7.0,2.3,6,7,60,1,0,8.57,0,0,0
Artur Sitkowski,Illinois,3,7.0,2.3,18,25,103,0,1,4.12,5,18,0
Ryan Glover,Memphis,6,6.7,1.1,4,5,29,0,0,5.80,10,52,0
Levi Williams,Utah State,5,6.5,1.3,5,17,28,0,1,1.65,10,51,0
Sheldon Layman,Austin Peay,3,6.4,2.1,7,17,60,1,0,3.53,3,-5,0
Jaiave Magalei,,2,5.9,3.0,25,44,160,0,1,3.64,8,-21,0
Giles Pooler,Colorado State,3,5.8,1.9,11,32,144,0,1,4.50,5,-14,0
AJ Duffy,Florida State,3,5.8,1.9,2,7,26,1,0,3.71,1,5,0
Nate Hampton,Liberty,5,5.7,1.1,3,8,76,0,0,9.50,13,19,0
Kyle Crum,San Diego State,3,5.6,1.9,5,17,53,1,1,3.12,11,-11,0
CJ Ogbonna,Southeast Missouri State,6,5.5,0.9,2,9,6,0,0,0.67,16,52,0
Alston Hooker,North Carolina A&T,5,5.4,1.1,4,13,40,0,0,3.08,10,34,0
Weston Eget,New Mexico State,5,5.4,1.1,3,4,13,1,0,3.25,3,7,0
Walter Simmons,Bethune-Cookman,3,5.1,1.7,6,7,48,0,1,6.86,6,27,0
Chance Lovertich,Mississippi State,1,5.1,5.1,6,6,36,1,0,6.00,1,-7,0
Peyton Mansell,,7,5.0,0.7,0,2,0,0,0,0.00,4,50,0
Charlie Brewer,Liberty,3,4.9,1.6,8,13,52,0,1,4.00,7,23,0
Cole Kramer,Minnesota,8,4.8,0.6,5,8,41,0,0,5.13,6,27,0
Jacolby Criswell,North Carolina,4,4.4,1.1,2,6,9,0,0,1.50,4,39,0
Ryan Burger,Appalachian State,1,4.3,4.3,4,6,40,0,0,6.67,2,23,0
TJ Goodwin,,6,4.3,0.7,6,30,32,0,0,1.07,10,27,0
Mason Garcia,East Carolina,3,4.1,1.4,7,12,54,0,0,4.50,5,14,0
DJ Riles,Middle Tenn. St,4,3.8,1.0,0,0,0,0,0,0.00,7,19,0
Jake Barlage,Nevada,1,3.7,3.7,0,0,0,0,0,0.00,1,37,0
Wiley Green,Rice,3,3.7,1.2,12,18,95,0,1,5.28,3,-11,0
Walker Howard,LSU,2,3.7,1.8,2,4,7,0,0,1.75,6,33,0
Davis Beville,Oklahoma,6,3.6,0.6,15,30,102,0,1,3.40,15,-15,0
Jacob Clark,Missouri State,1,3.6,3.6,9,11,72,0,0,6.55,0,0,0
Brendon Clark,Old Dominion,2,3.6,1.8,2,4,37,0,1,9.25,6,17,0
Henry Hesson,Miami (OH),2,3.6,1.8,2,5,37,0,0,7.40,2,17,0
Carter Peevy,Mercer,1,3.5,3.5,3,5,38,0,1,7.60,3,20,0
Rocco Becht,Iowa State,3,3.5,1.2,7,15,65,0,1,4.33,1,2,0
Myles Burkett,Wisconsin,2,3.3,1.7,4,5,84,0,0,16.80,1,-9,0
Garrett Hable,Louisiana-Monroe,3,3.3,1.1,4,8,58,0,0,7.25,3,4,0
Jaden Casey,Portland State,3,3.3,1.1,3,8,28,0,0,3.50,7,19,0
Connor Jordan,,2,3.3,1.6,9,15,75,0,1,5.00,5,-5,0
Grant Gunnell,North Texas,2,3.3,1.6,4,9,75,0,1,8.33,1,-5,0
Kajiya Hollawayne,Grambling State,4,3.2,0.8,0,1,0,0,0,0.00,0,0,0
Jake Lange,Southern Miss,12,3.2,0.3,11,21,110,0,1,5.24,5,-23,0
Jay Woolfolk,Virginia,4,3.2,0.8,0,2,0,0,0,0.00,2,32,0
Stone Frost,Middle Tenn. St,1,3.1,3.1,1,1,-4,0,0,-4.00,4,33,0
Jack Lausch,Northwestern,1,3.1,3.1,4,8,68,0,1,8.50,6,-3,0
Jagger LaRoe,,2,3.1,1.5,7,14,57,0,0,4.07,2,2,0
Markevion Quinn,,2,3.0,1.5,2,4,34,0,0,8.50,2,3,0
Ty Thompson,Oregon,7,3.0,0.4,11,21,72,0,2,3.43,5,-6,0
Sam Vidlak,Boise State,3,2.8,0.9,9,14,86,0,0,6.14,2,-15,0
Tristan Gebbia,Oregon State,4,2.8,0.7,10,11,79,0,0,7.18,1,-12,0
Justin Allen,Elon,2,2.8,1.4,4,4,65,0,0,16.25,2,-5,0
Zach Gwynn,Delaware,7,2.7,0.4,5,15,24,0,1,1.60,4,15,0
Will Haskell,San Diego State,3,2.5,0.8,3,7,12,0,0,1.71,3,19,0
Rasean McKay,Florida A&M,2,2.5,1.2,2,8,19,0,1,2.38,6,15,0
Jason Brown,Virginia Tech,3,2.4,0.8,7,13,65,0,0,5.00,2,-9,0
Jake Rubley,Kansas State,4,2.3,0.6,4,5,42,0,1,8.40,6,2,0
Eddie Schott,,4,2.3,0.6,1,6,8,0,0,1.33,5,19,0
Bryce Archie,Coastal Carolina,2,2.3,1.1,1,4,9,0,0,2.25,3,18,0
Maddux Madsen,Boise State,1,2.3,2.3,3,4,43,0,0,10.75,1,1,0
Alonza Barnett III,James Madison,2,2.2,1.1,1,1,14,0,0,14.00,4,15,0
Jack Abraham,Missouri,4,2.2,0.6,3,8,44,0,2,5.50,0,0,0
Brady McBride,Appalachian State,1,2.0,2.0,2,3,33,0,0,11.00,1,3,0
Carl Richardson,Northwestern,2,2.0,1.0,3,9,39,0,1,4.33,0,0,0
Kason Martin,,1,1.9,1.9,7,33,55,0,1,1.67,2,-9,0
Christian Veilleux,Penn State,3,1.8,0.6,7,9,44,0,0,4.89,2,-4,0
Ty Simpson,Alabama,4,1.8,0.4,4,5,35,0,0,7.00,0,0,0
Parker Navarro,Ohio,2,1.8,0.9,5,12,43,0,0,3.58,9,-4,0
Eric Najarian,Maryland,3,1.7,0.6,4,9,62,0,0,6.89,3,-14,0
Jack Albers,Purdue,14,1.7,0.1,2,6,32,0,1,5.33,1,1,0
Ashton Cook,Iowa State,1,1.6,1.6,4,4,32,0,0,8.00,0,0,0
Drew Carter,Colorado,3,1.6,0.5,1,4,3,0,0,0.75,7,14,0
C.J. Jordan,Idaho,5,1.6,0.3,2,2,11,0,0,5.50,4,10,0
Gaston Moore,Tennessee,4,1.5,0.4,4,5,30,0,1,6.00,0,0,0
Jalen Parker,,1,1.5,1.5,3,12,11,0,0,0.92,5,9,0
Katin Houser,Michigan State,1,1.4,1.4,1,2,2,0,0,1.00,1,13,0
Jaxon Dailey,Arkansas State,2,1.3,0.7,5,10,34,0,1,3.40,1,-4,0
Mikele Colasurdo,Georgia State,3,1.3,0.4,0,0,0,0,0,0.00,1,13,0
Ethan Vasko,Kansas,1,1.3,1.3,3,5,13,0,0,2.60,2,6,0
Caden Veltkamp,Western Kentucky,1,1.3,1.3,4,4,25,0,0,6.25,0,0,0
Cannon Turner,Air Force,3,1.2,0.4,0,0,0,0,0,0.00,2,12,0
Sawyer Robertson,Mississippi State,5,1.2,0.2,6,11,23,0,1,2.09,2,0,0
Sam Horn,Missouri,1,1.0,1.0,0,2,0,0,0,0.00,1,10,0
Deuce Hogan,Kentucky,3,1.0,0.3,6,7,19,0,0,2.71,0,0,0
Cam'Ron McCoy,Eastern Michigan,2,0.9,0.5,0,0,0,0,0,0.00,3,9,0
Austin Ewing,Southern Utah,3,0.9,0.3,3,5,18,0,0,3.60,0,0,0
Lucas Coley,Houston,3,0.8,0.3,3,3,8,0,0,2.67,3,4,0
Peter Zamora,Marshall,1,0.8,0.8,1,3,15,0,0,5.00,0,0,0
Skyler Locklear,Austin Peay,1,0.8,0.8,1,3,11,0,0,3.67,1,2,0
Colt Fulton,Boise State,2,0.7,0.4,0,0,0,0,0,0.00,1,7,0
Brock Vandagriff,Georgia,3,0.7,0.2,0,2,0,0,0,0.00,1,7,0
Henry Belin,Duke,1,0.6,0.6,5,6,43,0,0,7.17,3,-16,0
Logan Gonzalez,Portland State,1,0.6,0.6,1,3,11,0,1,3.67,0,0,0
Brady Lichtenberg,Cincinnati,2,0.5,0.3,0,0,0,0,0,0.00,1,5,0
Jacob Conover,BYU,3,0.5,0.2,0,1,0,0,0,0.00,1,5,0
Ira Armstead,,6,0.5,0.1,0,0,0,0,0,0.00,1,5,0
Hunter Johnson,Clemson,2,0.5,0.3,6,6,10,0,0,1.67,0,0,0
Roman Fuller,Tulsa,1,0.5,0.5,1,1,7,0,0,7.00,1,1,0
Travis Mumphrey,,1,0.4,0.4,0,0,0,0,0,0.00,1,4,0
Cam Peters,UTSA,2,0.4,0.2,0,1,0,0,0,0.00,3,4,0
Brady Allen,Purdue,1,0.4,0.4,1,3,8,0,0,2.67,0,0,0
Kinkead Dent,Mississippi,10,0.4,0.0,3,5,7,0,0,1.40,0,0,0
Michael Kern,Wake Forest,2,0.3,0.2,3,4,6,0,0,1.50,0,0,0
Gino English,Florida State,1,0.3,0.3,2,2,16,0,0,8.00,1,-5,0
Jiya Wright,Louisiana-Monroe,2,0.3,0.2,0,0,0,0,0,0.00,1,3,0
Keaton Heide,South Dakota State,5,0.3,0.1,5,6,14,0,0,2.33,3,-4,0
Connor Cigelske,Georgia Southern,2,0.3,0.1,1,3,1,0,0,0.33,2,2,0
Andy Maddox,Michigan,1,0.2,0.2,1,1,4,0,0,4.00,0,0,0
Cammon Cooper,Hawaii,1,0.2,0.2,0,0,0,0,0,0.00,2,2,0
Liu Aumavae,San Diego State,2,0.1,0.1,1,8,2,0,0,0.25,0,0,0
Josh Hoover,TCU,1,0.1,0.1,1,1,2,0,0,2.00,0,0,0
Devin Brown,Ohio State,2,0.1,0.1,0,0,0,0,0,0.00,1,1,0
Walker Eget,San Jose State,3,0.1,0.0,0,1,0,0,0,0.00,1,1,0
Jay Butterfield,Oregon,1,0.1,0.1,1,1,1,0,0,1.00,0,0,0
Tee Webb,Southern Miss,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Eli Gainey,South Alabama,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Gavin Spurrier,Duke,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Blake Clark,Iowa State,12,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Luke Anthony,Baylor,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Casey Case,Buffalo,2,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Paul Tyson,Arizona State,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Chase Griffin,UCLA,2,0.0,0.0,0,1,0,0,0,0.00,0,0,0
Alex Flinn,East Carolina,2,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Kennique Bonner-Steward,Rhode Island,1,0.0,0.0,0,0,0,0,0,0.00,1,0,0
Bryson Lucero,UAB,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Ken Seals,Vanderbilt,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Jared Rayman,Virginia,10,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Michael Johnson,Florida Atlantic,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Aaron Angelos,,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Natano Woods,San Jose State,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Drew Gunther,Bowling Green,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Jarren Williams,,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Tyler Johnston,,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Jaylen Gipson,,1,0.0,0.0,6,12,50,0,1,4.17,8,-25,0
Matt Valecce,Albany,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Peter Costelli,Troy,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Colton FitzGerald,Georgia Southern,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Brian Garcia,Louisiana-Monroe,9,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Zach Shaw,Louisiana-Monroe,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Christian Gelov,Purdue,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Ryan Johnson,Illinois,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Jesse Madden,Michigan,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Jarrett Synek,Nebraska,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Gunner Stockton,Georgia,2,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Nick Evers,Oklahoma,1,0.0,0.0,0,1,0,0,0,0.00,0,0,0
General Booty,Oklahoma,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Steve Angeli,Notre Dame,2,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Tyriq Starks,Florida Atlantic,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Brooks Blount,Eastern Michigan,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Kyle Engel,Florida,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
JC French,Memphis,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Jayden Denegal,Michigan,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Blake Kendall,James Madison,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Turner Helton,Western Kentucky,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Khalib Johnson,Louisville,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Gunnar Smith,South Florida,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Ryan Bolduc,South Florida,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Carson Haggard,Tulane,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Cole Pennington,Marshall,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Chase Harrison,Marshall,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Brock Hansel,Central Florida,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Kyle McCormick,Southern Miss,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Dustin Allison,Southern Miss,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Walter Taylor,Vanderbilt,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Lucas Coley,Arkansas,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Tanner Prewit,Texas State,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Quayde Hawkins,Troy,11,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Daniel Greek,Mississippi State,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Matt O'Dowd,LSU,2,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Alex Grado,Mississippi,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Hunter Hulsey,Memphis,2,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Nathan McElroy,Louisville,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Trevor Appelman,New Mexico State,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Cade Cunningham,Marshall,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Dylan Mehrotra,UAB,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Charles Wright,Texas,3,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Matthew Geeting,UNLV,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Will Plummer,Arizona,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Alijah Curtis,,2,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Luke MacPhail,Syracuse,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Chase Artopoeus,UCLA,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Kody Sparks,,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Tucker Melton,Bowling Green,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Kadin Beler,Ohio,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Drake Day,Memphis,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Jake Helfrich,South Carolina,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Justin Lamson,Syracuse,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Aedan McDermott,Albany,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Derek Robertson,Maine,1,0.0,0.0,0,1,0,0,0,0.00,0,0,0
Hayden Moses,Vanderbilt,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Ty Black,Air Force,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Zach Mundell,Army,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Angel Flores,Northern Arizona,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Sam Huard,Washington,1,-0.1,-0.1,2,2,24,0,0,12.00,1,-13,0
Stone Hollenbach,Western Michigan,1,-0.2,-0.2,4,5,15,0,1,3.00,1,-9,0
Brian Plummer,Buffalo,2,-0.2,-0.1,0,1,0,0,0,0.00,1,-2,0
Jaylen Henderson,Fresno State,2,-0.2,-0.1,0,0,0,0,0,0.00,2,-2,0
Brendan Sorsby,Indiana,1,-0.4,-0.4,3,6,8,0,1,1.33,2,-8,0
Ty Lyles,Coastal Carolina,2,-0.4,-0.2,0,0,0,0,0,0.00,1,-4,0
Kevin Hurley,UTEP,1,-0.4,-0.4,0,0,0,0,0,0.00,1,-4,0
Jordan Pachot,Missouri State,1,-0.6,-0.6,0,1,0,0,0,0.00,1,-6,0
Ryan Jankowski,Akron,2,-0.8,-0.4,0,1,0,0,0,0.00,1,-8,0
Zy McDonald,Louisiana-Lafayette,1,-0.9,-0.9,0,0,0,0,0,0.00,1,-9,0
Deacon Hill,Wisconsin,1,-1.0,-1.0,0,0,0,0,0,0.00,1,-10,0
Tyler Macon,Missouri,1,-1.1,-1.1,0,0,0,0,0,0.00,1,-11,0
Tanner McGee,South Alabama,2,-1.1,-0.6,0,0,0,0,0,0.00,1,-11,0
Ryan Yost,,1,-1.3,-1.3,0,2,0,0,2,0.00,2,-13,0
Holden Geriner,Auburn,1,-1.3,-1.3,2,3,8,0,0,2.67,2,-17,0
Navy Shuler,Tennessee,2,-1.8,-0.9,0,0,0,0,0,0.00,1,-18,0
