,,,Fantasy,,Passing,,,,,,Rushing,,
Marcel Reed,Texas A&M,3,33.2,11.1,21,36,374,1,1,10.39,13,45,1
Andrew Body,,1,32.7,32.7,18,38,286,3,3,7.53,10,64,0
Henry Belin,Duke,4,32.4,8.1,13,26,232,3,1,8.92,8,28,1
DJ Riles,Middle Tenn. St,12,31.8,2.7,7,8,78,0,0,9.75,19,101,1
Jacurri Brown,Miami,1,30.8,30.8,20,31,181,1,1,5.84,15,57,2
Chris Herron,,6,30.6,5.1,0,3,0,0,1,0.00,8,70,0
Blake Horvath,Navy,4,30.5,7.6,6,12,84,2,0,7.00,37,183,0
Spencer Sanders,Mississippi,9,30.4,3.4,19,29,278,3,0,9.59,11,45,0
Evan Svoboda,Wyoming,10,30.0,3.0,23,38,200,0,1,5.26,25,80,2
Ty Simpson,Alabama,6,29.6,4.9,11,20,179,0,0,8.95,14,86,2
Sam Vidlak,,6,29.0,4.8,56,89,566,3,4,6.36,19,-113,0
Cole Pennington,Marshall,4,27.9,7.0,64,112,695,0,6,6.21,15,-69,0
Devin Brown,Ohio State,6,27.2,4.5,16,28,217,2,1,7.75,22,23,1
CJ Harris,Ohio,2,25.9,13.0,25,49,248,2,3,5.06,12,55,0
Cole Ballard,Kansas,3,25.8,8.6,20,36,286,1,3,7.94,20,75,0
Luke Doty,South Carolina,12,25.2,2.1,2,4,17,0,0,4.25,2,0,1
Gunnar Gundy,Oklahoma State,4,25.0,6.3,21,34,202,1,0,5.94,15,49,1
Eddie Lee Marburger,UTSA,3,24.7,8.2,29,47,300,3,1,6.38,7,-23,0
Jack Salopek,Western Michigan,6,24.4,4.1,42,63,316,1,2,5.02,17,46,0
Tyler Macon,,5,24.4,4.9,4,15,41,0,2,2.73,17,163,1
Peter Parrish,,3,23.9,8.0,25,49,212,0,4,4.33,34,73,1
Cooper Justice,,5,23.7,4.7,27,60,349,2,3,5.82,8,-18,0
Jacolby Criswell,Arkansas,4,23.6,5.9,17,27,143,3,0,5.30,23,44,0
LaNorris Sellers,South Carolina,3,23.4,7.8,4,4,86,2,0,21.50,5,51,1
Grayson James,Florida International,3,23.0,7.7,19,37,218,1,1,5.89,21,21,1
Nick Semptimphelter,,4,22.3,5.6,17,28,202,3,0,7.21,8,2,0
Ahmad Haston,Massachusetts,3,22.2,7.4,11,17,176,2,1,10.35,16,54,0
Doug Brumfield,UNLV,7,22.0,3.1,26,50,252,0,2,5.04,24,34,1
Gunner Stockton,Georgia,4,21.7,5.4,12,19,148,2,1,7.79,11,63,0
Sam Leavitt,Michigan State,4,21.7,5.4,15,23,139,2,2,6.04,13,67,0
Simeon Evans,Sam Houston,11,20.9,1.9,1,1,23,0,0,23.00,1,9,0
Devin Kargman,Kent,3,20.8,6.9,21,40,297,2,0,7.43,4,-21,0
Brock Vandagriff,Georgia,8,20.2,2.5,12,18,165,2,0,9.17,5,39,0
Champ Harris,Army,6,20.1,3.4,19,35,260,0,4,7.43,21,11,1
Justin Allen,Elon,4,19.9,5.0,30,56,272,1,2,4.86,18,23,0
Jordan Davis,,7,19.7,2.8,0,0,0,0,0,0.00,0,0,0
Brock Glenn,Florida State,5,19.7,3.9,19,51,229,0,2,4.49,19,22,1
Evan Olaes,Indiana State,6,19.6,3.3,3,11,21,0,3,1.91,30,125,1
Trapper Pannell,Sam Houston,6,19.5,3.3,0,0,0,0,0,0.00,12,15,3
Garret Rangel,Oklahoma State,5,18.7,3.7,17,32,172,2,1,5.38,6,21,0
Cole Kramer,Minnesota,3,18.7,6.2,8,17,26,2,2,1.53,5,34,1
Walter Taylor,Vanderbilt,5,18.5,3.7,5,15,44,0,1,2.93,30,103,1
Drew Pyne,Arizona State,2,18.5,9.2,26,49,273,2,3,5.57,14,-49,0
Dustin Fletcher,,3,18.3,6.1,22,36,211,1,1,5.86,12,37,0
Luke Bottari,Utah,2,17.1,8.5,7,11,79,0,0,7.18,5,11,2
William Lankford,Elon,6,17.0,2.8,3,9,26,0,0,2.89,30,97,1
Hunter Herring,Louisiana-Monroe,2,16.9,8.4,16,30,121,1,0,4.03,13,68,0
Dalen Morris,Hawaii,9,16.8,1.9,1,2,11,0,1,5.50,16,42,2
Hank Gibbs,,5,16.5,3.3,5,15,124,1,0,8.27,9,3,1
Harrison Barker,UAB,4,16.5,4.1,6,13,75,1,1,5.77,15,87,0
Larry Robinson,Army,2,16.3,8.1,3,7,45,0,1,6.43,6,80,1
Evan Conley,Louisville,7,16.2,2.3,0,0,0,0,0,0.00,7,42,2
Hayes Gibson,,4,16.1,4.0,21,46,247,0,1,5.37,27,37,0
Ethan Hampton,Northern Illinois,4,16.0,4.0,19,33,147,2,2,4.45,4,6,0
Cam'Ron McCoy,Eastern Michigan,3,16.0,5.3,12,28,73,0,3,2.61,15,63,1
Jack Lausch,Northwestern,10,15.4,1.5,2,3,10,0,0,3.33,19,80,1
JC French,Georgia Southern,10,14.9,1.5,13,16,122,1,1,7.63,14,48,0
John Busha,Air Force,4,14.7,3.7,9,19,152,0,1,8.00,13,11,1
Dylan Morris,Washington,4,14.7,3.7,9,14,224,1,1,16.00,1,-5,0
Alex Orji,Michigan,6,14.6,2.4,0,0,0,0,0,0.00,15,86,1
Matt Robinson,Duquesne,7,14.5,2.1,15,25,131,2,1,5.24,9,-1,0
Carson Baker,,5,14.3,2.9,21,45,228,0,1,5.07,26,-31,1
Boone Abbott,,2,14.3,7.2,17,35,192,1,3,5.49,5,7,0
Blaze Berlowitz,New Mexico State,1,14.3,14.3,10,19,134,1,1,7.05,4,36,0
Ryan Staub,Colorado,3,14.1,4.7,23,40,254,1,0,6.35,11,-26,0
Polo Solomon,,1,14.0,14.0,15,32,186,1,3,5.81,4,7,0
Jack Tuttle,Michigan,6,14.0,2.3,15,17,130,1,0,7.65,4,35,0
Ryan Browne,Purdue,1,13.7,13.7,12,16,104,0,2,6.50,21,85,0
Max Brown,Florida,6,13.3,2.2,19,28,192,0,1,6.86,23,37,0
Roman Fuller,Tulsa,4,13.3,3.3,20,30,121,2,3,4.03,2,-8,0
J.T. Shrout,Arkansas State,2,12.6,6.3,24,51,227,0,2,4.45,4,-12,0
Ben Gulbranson,Oregon State,2,12.1,6.1,17,28,186,1,1,6.64,5,-12,0
Santino Marucci,Wake Forest,3,12.0,4.0,12,21,151,1,2,7.19,8,4,0
Alston Hooker,North Carolina A&T,1,12.0,12.0,11,15,159,1,0,10.60,4,0,0
Joseph Fagnano,UConn,2,11.9,5.9,18,35,173,0,1,4.94,16,32,0
Tyler Buchner,Alabama,2,11.1,5.5,8,19,61,0,0,3.21,3,20,1
Quayde Hawkins,,6,10.9,1.8,7,26,75,1,1,2.88,7,31,0
Dino Maldonado,,4,10.9,2.7,27,49,179,1,2,3.65,10,-21,0
Jake McNamara,UTEP,2,10.8,5.4,3,7,32,0,1,4.57,8,32,1
Ui Ale,Houston,3,10.6,3.5,4,8,69,1,0,8.63,8,31,0
Mikele Colasurdo,Georgia State,6,10.3,1.7,5,8,47,0,0,5.88,4,19,1
Devin Farrell,Rhode Island,6,10.1,1.7,2,3,59,1,0,19.67,5,31,0
Devin Farrell,Rhode Island,6,10.1,1.7,2,3,59,1,0,19.67,5,31,0
Jaxon Dailey,Arkansas State,5,9.8,2.0,17,33,137,0,0,4.15,11,29,0
Alonza Barnett III,James Madison,1,9.7,9.7,3,11,15,0,1,1.36,5,29,1
Tevin Carter,Memphis,6,9.4,1.6,3,5,101,1,1,20.20,3,3,0
Gino English,,8,9.4,1.2,6,15,47,1,0,3.13,9,-30,1
Matt Cavallaro,Idaho State,2,9.1,4.6,7,11,90,1,1,8.18,3,6,0
Logan Gonzalez,Portland State,3,8.9,3.0,8,12,98,1,0,8.17,0,0,0
Lucian Anderson,Bowling Green,3,8.8,2.9,0,0,0,0,0,0.00,8,28,1
Ryan Hilinski,Northwestern,2,8.6,4.3,2,4,88,1,0,22.00,1,2,0
Will Crowder,Troy,13,8.3,0.6,9,13,94,1,0,7.23,6,-4,0
Steven Johnson,UNC Charlotte,1,8.3,8.3,3,6,67,1,1,11.17,3,9,0
Kody Sparks,,4,8.2,2.1,7,11,90,1,1,8.18,2,-3,0
Landry Lyddy,UAB,3,8.1,2.7,14,22,121,1,3,5.50,3,-20,0
Jakolby Longino,,4,8.0,2.0,2,6,25,0,1,4.17,7,67,0
Jay Butterfield,San Jose State,3,7.8,2.6,7,11,80,1,0,7.27,2,-2,0
RJ Martinez,Baylor,3,7.7,2.6,12,24,110,0,0,4.58,3,22,0
Zach Yeager,North Carolina A&T,3,7.7,2.6,18,42,134,0,2,3.19,16,10,0
Jayden Denegal,Michigan,6,7.5,1.3,4,5,50,1,0,10.00,4,10,0
Shane Illingworth,Nevada,1,7.4,7.4,15,27,175,0,1,6.48,10,-14,0
Emmett Morehead,Boston College,4,7.0,1.8,15,30,124,0,0,4.13,2,8,0
Turner Helton,Western Kentucky,3,7.0,2.3,11,12,97,1,1,8.08,4,-19,0
Skyler Locklear,Austin Peay,1,7.0,7.0,3,4,59,1,0,14.75,0,0,0
Cameron Edge,Maryland,2,6.9,3.5,6,9,100,1,1,11.11,3,-21,0
Ryan Burger,Appalachian State,1,6.7,6.7,7,11,73,1,0,6.64,4,-10,0
Hank Brown,Auburn,1,6.6,6.6,7,9,132,0,0,14.67,0,0,0
Sam Horn,Missouri,3,6.6,2.2,3,6,54,1,1,9.00,3,-1,0
Harrison Bailey,Louisville,1,6.6,6.6,3,5,51,1,0,10.20,0,0,0
Trace Campbell,UAB,1,6.2,6.2,4,9,47,0,0,5.22,6,38,0
Marshall Howe,,2,6.1,3.1,4,9,34,1,0,3.78,2,4,0
Paul Tyson,Clemson,2,6.1,3.1,3,4,42,1,0,10.50,0,0,0
Cameron Friel,UNLV,1,6.1,6.1,0,0,0,0,0,0.00,1,1,1
Gavin Screws,Indiana State,3,6.1,2.0,15,30,131,0,2,4.37,10,-5,0
Jacob Conover,Arizona State,2,6.0,3.0,11,38,130,0,3,3.42,10,-5,0
Mylik Mitchell,,1,6.0,6.0,10,21,103,0,1,4.90,7,8,0
Spencer Brasch,Cal Poly,1,5.8,5.8,2,4,52,1,0,13.00,1,-8,0
Hunter Helms,Clemson,4,5.8,1.4,9,12,83,0,0,6.92,1,16,0
Lincoln Kienholz,Ohio State,3,5.8,1.9,10,22,111,0,0,5.05,6,2,0
Ashton Frye,Jacksonville State,2,5.7,2.8,5,11,51,0,0,4.64,10,31,0
Ari Patu,Stanford,1,5.6,5.6,3,6,37,0,0,6.17,4,37,0
Evan Simon,Rutgers,1,5.5,5.5,2,3,30,1,0,10.00,0,0,0
Jarrett Synek,,2,5.5,2.7,6,12,51,0,1,4.25,4,29,0
Marco Lainez,Iowa,1,5.3,5.3,2,7,4,0,0,0.57,6,51,0
Ike Udengwu,Eastern Michigan,4,5.3,1.3,13,31,100,0,2,3.23,6,3,0
Giles Pooler,Colorado State,1,5.2,5.2,1,1,24,1,0,24.00,0,0,0
CJ Tiller,Boise State,2,5.1,2.5,12,21,117,0,1,5.57,3,-8,0
Jaden Jones,Cal Poly,4,5.0,1.3,9,19,52,0,0,2.74,16,24,0
Dom Shoffner,UNC Charlotte,3,4.9,1.6,4,9,37,0,1,4.11,7,30,0
Clay Millen,Colorado State,1,4.7,4.7,15,24,110,0,1,4.58,2,-8,0
Grant Gunnell,Sam Houston,1,4.6,4.6,14,22,100,0,1,4.55,4,-4,0
JJ Kohl,Iowa State,3,4.4,1.5,9,11,23,0,0,2.09,6,32,0
Chris Parson,Mississippi State,2,4.3,2.1,11,26,103,0,3,3.96,9,-9,0
Ryan Stubblefield,,2,4.1,2.0,11,18,89,0,0,4.94,3,-4,0
William Watson,Virginia Tech,2,4.0,2.0,0,1,0,0,0,0.00,5,40,0
Zach Pyron,Georgia Tech,6,4.0,0.7,4,8,21,0,1,2.63,8,29,0
Chayil Garnett,Tennessee State,4,3.7,0.9,0,0,0,0,0,0.00,0,0,0
Haden Carlson,Florida International,3,3.5,1.2,7,12,120,0,0,10.00,3,-25,0
Braden Davis,Syracuse,3,3.5,1.2,7,14,78,0,0,5.57,6,-10,0
Brock Domann,Louisville,4,3.4,0.9,5,5,44,0,0,8.80,3,12,0
Ben Brittain,Air Force,4,3.1,0.8,0,3,0,0,2,0.00,7,31,0
Sean Brown,,2,3.1,1.6,4,10,38,0,0,3.80,3,12,0
Zach Matlock,,1,3.1,3.1,1,1,51,0,0,51.00,1,5,0
Alex Padilla,SMU,4,3.0,0.7,5,7,59,0,0,8.43,0,0,0
Keldric Luster,SMU,3,3.0,1.0,2,6,23,0,0,3.83,3,18,0
Bennett Meredith,Purdue,3,2.9,1.0,7,11,43,0,0,3.91,4,7,0
Walker Howard,Mississippi,2,2.8,1.4,3,4,56,0,0,14.00,0,0,0
Austin Novosad,Oregon,3,2.6,0.9,9,11,52,0,0,4.73,0,0,0
Holden Geriner,Auburn,5,2.6,0.5,5,15,75,0,1,5.00,2,-12,0
John Alan Richter,Toledo,1,2.5,2.5,3,4,49,0,0,12.25,0,0,0
Earl Woods III,Jacksonville State,2,2.4,1.2,0,0,0,0,0,0.00,4,24,0
Arch Manning,Texas,2,2.2,1.1,2,5,30,0,0,6.00,3,7,0
Gaston Moore,Tennessee,4,2.2,0.6,4,10,36,0,0,3.60,3,4,0
Bryce Archie,South Florida,7,2.2,0.3,7,15,53,0,0,3.53,9,-5,0
Ajani Sheppard,Rutgers,1,2.2,2.2,2,2,23,0,0,11.50,1,10,0
Billy Atkins,James Madison,4,2.1,0.5,1,2,10,0,0,5.00,3,16,0
Tanner McGee,South Alabama,2,2.1,1.1,0,0,0,0,0,0.00,2,21,0
Rickie Collins,LSU,1,2.1,2.1,2,2,3,0,0,1.50,3,19,0
Holman Edwards,Southern Miss,4,2.0,0.5,8,19,70,0,1,3.68,9,-15,0
D'Wanye' Winfield,Louisiana-Lafayette,1,1.9,1.9,0,0,0,0,0,0.00,5,19,0
Justyn Martin,UCLA,2,1.9,1.0,0,0,0,0,0,0.00,3,19,0
Te'Sean Smoot,Jacksonville State,1,1.8,1.8,0,0,0,0,0,0.00,4,18,0
Grady Brosterhous,Virginia,5,1.8,0.4,1,1,21,0,0,21.00,4,7,0
Navy Shuler,Tennessee,2,1.8,0.9,1,1,-1,0,0,-1.00,3,18,0
Jaden Casey,Portland State,1,1.7,1.7,0,0,0,0,0,0.00,0,0,0
Jake Farrell,Hawaii,1,1.6,1.6,3,8,14,0,1,1.75,2,9,0
Nate Lamb,,5,1.6,0.3,2,6,20,0,0,3.33,4,6,0
Dylan Rizk,Central Florida,1,1.6,1.6,4,5,28,0,0,5.60,2,2,0
Jackson Muschamp,Georgia,1,1.4,1.4,0,0,0,0,0,0.00,1,14,0
Daniel Greek,,3,1.4,0.5,6,10,24,0,0,2.40,3,2,0
Kaden Cobb,,1,1.4,1.4,1,2,5,0,0,2.50,1,11,0
Shawqi Itraish,Rice,3,1.4,0.5,2,4,19,0,2,4.75,1,4,0
Brett Griffis,James Madison,1,1.3,1.3,2,2,16,0,0,8.00,2,5,0
Tobin O'Dell,San Diego State,3,1.3,0.4,1,2,0,0,1,0.00,4,13,0
DC Tabscott,New Mexico,3,1.3,0.4,1,5,16,0,1,3.20,1,5,0
Jared Rayman,Virginia,12,1.2,0.1,0,1,0,0,0,0.00,3,12,0
D'Wan Mathis,Temple,3,1.2,0.4,0,0,0,0,0,0.00,0,0,0
Cornelious Brown,,1,1.2,1.2,7,12,38,0,1,3.17,2,-7,0
Tyriq Starks,Florida Atlantic,1,1.2,1.2,5,6,35,0,0,5.83,4,-6,0
Dylan Lonergan,Alabama,1,1.1,1.1,2,2,12,0,0,6.00,1,5,0
Chase Griffin,UCLA,3,1.1,0.4,1,4,16,0,0,4.00,2,3,0
Trey Lindsey,Albany,1,1.1,1.1,1,1,22,0,0,22.00,0,0,0
Beau Nelson,Stanford,1,1.0,1.0,1,5,8,0,0,1.60,1,6,0
Trey Lowe,Liberty,2,1.0,0.5,0,3,0,0,0,0.00,3,10,0
Maddox Kopp,Miami (OH),1,1.0,1.0,1,2,28,0,0,14.00,1,-4,0
Raheim Jeter,East Carolina,1,1.0,1.0,1,2,1,0,0,0.50,1,9,0
Evan Bullock,Louisiana Tech,1,1.0,1.0,2,5,21,0,1,4.20,1,-1,0
Zach Mundell,Army,6,0.8,0.1,0,0,0,0,0,0.00,4,-5,0
Gavin Kuld,Colorado,2,0.8,0.4,1,3,22,0,1,7.33,3,-3,0
Brian Garcia,Louisiana-Monroe,11,0.8,0.1,1,5,10,0,0,2.00,3,3,0
Micah Leon,Florida,1,0.8,0.8,2,3,16,0,0,5.33,0,0,0
Colten Gauthier,South Carolina,1,0.8,0.8,1,2,15,0,0,7.50,0,0,0
Justin Ibieta,Tulane,3,0.7,0.2,0,2,0,0,0,0.00,2,7,0
Davis Beville,Oklahoma,2,0.7,0.4,0,0,0,0,0,0.00,3,7,0
Ben Harris,,1,0.7,0.7,2,4,18,0,0,4.50,3,-2,0
Emmett Brown,Washington State,1,0.7,0.7,2,4,14,0,1,3.50,0,0,0
Blake Boda,Coastal Carolina,3,0.7,0.2,1,1,14,0,0,14.00,0,0,0
Pierce Clarkson,Louisville,1,0.7,0.7,1,2,7,0,0,3.50,1,3,0
Connor Genal,,2,0.7,0.3,3,6,19,0,1,3.17,2,-3,0
Grant Tisdale,TCU,1,0.6,0.6,1,1,8,0,0,8.00,1,2,0
Jackson Brousseau,Colorado State,1,0.6,0.6,1,2,12,0,0,6.00,0,0,0
Kenny Minchey,Notre Dame,3,0.6,0.2,2,2,12,0,0,6.00,0,0,0
Cannon Turner,Air Force,2,0.5,0.3,0,0,0,0,0,0.00,3,5,0
Forrest Brock,Temple,1,0.5,0.5,7,15,60,0,1,4.00,5,-25,0
AJ Duffy,Florida State,1,0.5,0.5,0,0,0,0,0,0.00,3,5,0
Mareyohn Hrabowski,Western Michigan,2,0.5,0.3,0,0,0,0,0,0.00,2,5,0
Johnathan Bennett,Liberty,4,0.5,0.1,1,6,6,0,0,1.00,1,2,0
James Mott,,1,0.5,0.5,2,3,9,0,0,3.00,0,0,0
Kyle Lowe,Middle Tenn. St,2,0.5,0.2,1,1,-1,0,0,-1.00,3,5,0
Tanner Hughes,Iowa State,1,0.4,0.4,0,0,0,0,0,0.00,2,4,0
Broc Lowry,Indiana,2,0.4,0.2,1,1,8,0,0,8.00,0,0,0
Dylan Mehrotra,,1,0.4,0.4,0,1,0,0,0,0.00,1,4,0
Zion Turner,UConn,2,0.4,0.2,2,5,8,0,0,1.60,0,0,0
TJ McMahon,Marshall,2,0.4,0.2,1,1,8,0,0,8.00,0,0,0
Brady Allen,Louisville,1,0.4,0.4,1,1,7,0,0,7.00,0,0,0
Ben Easters,Kansas,1,0.3,0.3,0,0,0,0,0,0.00,1,3,0
Ethan Rhodes,North Carolina State,1,0.3,0.3,0,0,0,0,0,0.00,1,3,0
Jake Rubley,Kansas State,2,0.3,0.1,1,1,5,0,0,5.00,0,0,0
Jefferson Boaz,North Carolina,1,0.2,0.2,1,1,3,0,0,3.00,0,0,0
Luke MacPhail,Syracuse,3,0.1,0.0,0,1,0,0,1,0.00,1,1,0
Nate Hampton,Liberty,2,0.1,0.1,0,1,0,0,0,0.00,2,1,0
Collin Drake,Georgia,1,0.1,0.1,1,1,2,0,0,2.00,0,0,0
Michael Chandler,,1,0.1,0.1,0,0,0,0,0,0.00,1,1,0
Zak Burnett,Liberty,2,0.1,0.1,0,3,0,0,0,0.00,1,1,0
Jake Jensen,USC,2,0.1,0.1,0,0,0,0,0,0.00,1,1,0
Tyler Jefferson,Central Michigan,1,0.1,0.1,0,0,0,0,0,0.00,1,1,0
Nik Scalzo,,1,0.1,0.1,1,1,5,0,0,5.00,1,-2,0
Ren Hefley,Middle Tenn. St,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Natano Woods,San Jose State,3,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Baylor Horning,Nevada,4,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Mikey Keene,Central Florida,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Jake Lange,Southern Miss,12,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Ira Armstead,,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Alijah Curtis,,2,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Tyler Pape,Central Michigan,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Austin Gonzalez,Southern Miss,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Anthony Policare,Buffalo,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Johnny Ryder,Texas A&M,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Patrick Bryan,East Carolina,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Colson Brown,Georgia Tech,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Brock Thomas,Oregon,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Scott Saylor,Coastal Carolina,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Jayden Sauray,Maryland,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Dylan Devezin,Notre Dame,3,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Tucker McDonald,UConn,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Israel Carter,South Florida,3,0.0,0.0,0,1,0,0,0,0.00,2,-7,0
Gabarri Johnson,Missouri,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
David Hernandez,Appalachian State,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Cole Tannenbaum,Arizona,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Malachi Nelson,USC,1,0.0,0.0,1,3,0,0,0,0.00,0,0,0
PJ Hatter,Texas State,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Austin Simmons,Mississippi,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Travis Egan,Louisville,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Sam Young,Louisville,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Kasen Weisman,Colorado,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Drevonn Ponder,Navy,4,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Shane Hanafin,Boston College,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Trent Pearman,Clemson,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Christopher Vizzina,Clemson,2,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Jaxon Smolik,Penn State,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Stephen Kittleman,Tulsa,12,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Colin Parachek,Marshall,1,0.0,0.0,0,1,0,0,1,0.00,0,0,0
Ryan Bolduc,South Florida,13,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Garrett Mmahat,Tulane,10,0.0,0.0,0,1,0,0,0,0.00,0,0,0
General Booty,Oklahoma,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Owen Easley,SMU,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Nevan Cremascoli,Northern Illinois,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Justin Holaday,New Mexico,3,0.0,0.0,0,0,0,0,0,0.00,1,0,0
Brady Olson,Massachusetts,1,0.0,0.0,0,3,0,0,1,0.00,0,0,0
Luke Pardee,TCU,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Cole Freeman,Northwestern,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
CJ Rogers,Texas State,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Colton FitzGerald,Georgia Southern,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Colt Fulton,Boise State,7,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Aedan McDermott,Albany,1,0.0,0.0,0,0,0,0,0,0.00,0,0,0
Carter Lambert,Jacksonville State,3,-0.1,0.0,0,0,0,0,0,0.00,0,0,0
Jayden Clemons,Wyoming,1,-0.2,-0.2,0,0,0,0,0,0.00,1,-2,0
Kaiya Sheron,Kentucky,5,-0.3,-0.1,2,4,5,0,0,1.25,2,-5,0
Davis Warren,Michigan,3,-0.4,-0.1,0,5,0,0,1,0.00,2,-4,0
Henry Hesson,Miami (OH),2,-0.5,-0.3,5,8,16,0,0,2.00,3,-13,0
Cade Fennegan,BYU,1,-0.5,-0.5,0,0,0,0,0,0.00,2,-5,0
Tanner Bailey,South Carolina,1,-0.7,-0.7,0,0,0,0,0,0.00,1,-7,0
Andrew Schorfhaar,Michigan State,2,-0.9,-0.4,2,2,-3,0,0,-1.50,1,-7,0
Dewayne Coleman,Army,4,-0.9,-0.2,1,1,-14,0,0,-14.00,4,8,0
Eddie Schott,,1,-1.3,-1.3,4,7,16,0,1,2.29,2,-21,0
Micah Bowens,UNC Charlotte,1,-1.3,-1.3,0,0,0,0,0,0.00,1,-13,0
Bronson Barron,Western Kentucky,1,-1.4,-1.4,1,2,-3,0,1,-1.50,1,-9,0
