TAR/G,YDS/TAR,TM TAR %,TAR,REC,YDS,TD,Probability_Success,Name
0.0,0.0,0.0,0,4,26,0,0.0004206951029864386,Keyonta Lanier
0.4,1.0,1.2,4,1,4,0,0.00042061513491490135,Kola Babalola
1.8,4.0,5.4,24,19,95,1,0.00041991456399456,Gavin Freeman
0.2,13.3,0.7,3,1,40,0,0.00041986975631285155,Genson Hooper Price
0.4,10.3,1.0,4,4,41,0,0.00041984454234107336,Kenari Wilcher
0.3,10.7,0.6,3,2,32,0,0.00041946559891782733,Nehemiah Martinez
0.3,3.3,0.9,3,1,10,0,0.00041912338905792957,Jalen Jackson
0.5,7.0,2.0,7,5,49,0,0.0004180780464810537,Tucker Holloway
0.7,1.3,1.7,7,3,9,0,0.0004171587134008343,Malick Meiga
0.4,6.2,1.6,5,3,31,0,0.00041704925644679887,Luca Caldarella
0.3,2.0,1.0,3,1,6,0,0.00041685532840110405,D'Marcus Adams
0.3,8.7,0.7,3,2,26,0,0.00041628342876910284,Jace Wilson
0.3,1.7,0.9,3,1,5,0,0.0004162058352002048,Brock Rechsteiner
0.5,1.2,1.4,5,2,6,0,0.00041599990884145957,Thomas Zsiros
0.3,1.3,0.8,3,1,4,0,0.0004159766794198061,Kelan Robinson
0.5,5.3,1.7,6,4,32,0,0.00041516676712513573,Fredrick Moore
0.4,2.5,1.3,4,2,10,0,0.0004148386992344843,Jack Coulson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Joshua Aka
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Troy Wertman
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jason Essex
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Isaac Koch
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Sam Smith Jr.
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Elijah Rodriguez
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Austin Okerwa
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Antonio Robinson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Julian Allen
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cole Weaver
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Bailey Stockton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Derrick Rose
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kyle McNamara
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jack Jancek
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jelani Whitmore
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Dino Kaliakmanis
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Tyren Mason
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Trey Urwiler
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cam Hedgecock
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Chris Hunter
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Aaron Morton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Eriq Rice
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Tadd Barr
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Keagan Cunningham
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Zak Sedaros
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ishmael Roy
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Keaton Kubecka
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jamari Hawkins
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Parker St. John
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kameran Shanks
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Gerick Robinson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Bryce Cohoon
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jaiven Plummer
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jackson Locke
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,TJ Booker
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jaylen Pretlow
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Austin Hill
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Logan Curry
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ryan Sims
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,J.J. Hester
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Dorian Morris
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Nate Wellington
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cristian Dixon
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Eddie Ogle
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Christian Bartholomew
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Michael Redding
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Keion Battle
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Reed Linder
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Elliott Brown
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Javy Bunton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Keynan Higgins
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Garrett Young
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,JaJuan Forte
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Evan Wysong
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Roman Mangini
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Quintin O'Connell
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Elijah Wesley
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Anthony Benjamin
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Keion Wallace
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,De'Nylon Morrissette
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cooper Hoch
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Luke Jones
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Takye Heath
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,KeDarius Wade
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Nate Anderson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Tyson Struber
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Austin Holland
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,C.J. Williams
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,D'Wayne Crawford
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,C.J. Horton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Josh Crabtree
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,David DeGuzman
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,David Kasemervisz
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jackson Izzard
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jan Mahlert
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Stephen Martin
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ma'jon Wright
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Michael Mankaka
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kyle Acker
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jacob Boren
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jason Estrella
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Darius Bush
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jeron Newson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,AJ Mirgon
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Grady Sherrill
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Maddix Bogunia-Bright
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kaiden Keefe
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jay Brunelle
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Josh Junko
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ezra Sexton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kaden Cupp
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Andrew Dickson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Chris Harris
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Allen Ortiz
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Reece Larson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jayden Bell
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ashton Locklear
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Hayes Sutton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ryan Niblett
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Christopher Davis
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Nic Trujillo
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jake Parnagian
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Arden Napier
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kione Roberson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Dylan Evans
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Max Ware
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Trace Corum
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Noah Rogers
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Goldie Lawrence
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Justin Williams Jr.
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Peyton Stevenson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Barron Miles
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Wyatt Begeal
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Joshua Burrell
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Justius Lowe
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Caden Williams
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Trevon Ferrell
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Lesley Andoh
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Derin McCulley
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Chase Jackson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,JeyQuan Smith
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Erwin Nash
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Shazz Preston
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Mikel Barkley
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cole Lanter
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jeremiah Giedrys
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Luke Bussel
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Noah Massey
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Josh Murphy
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Nic Heck
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Charlie Johnson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Phaizon Wilson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jalen Pope
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cole Beck
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Javion Posey
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Quintavius Workman
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Matthew Daniel
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Caleb Chappelle
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ty Bowman
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Sam Kenerson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Sebastian Macaluso
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Silas Starr
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Trevor Horton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Shamar Sandgren
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Marcell Baylor
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Henry Stickler
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Marquez Dortch
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ja'Coby Matthews
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,KK Smith
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Mason Mangum
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ja'Ryan Wallace
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Nino Mastromatteo
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jaelen Smith
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Evan Jackson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Brooks Miller
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Amari Johnson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Joshua Pena
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Luke McLaughlin
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cooper Hausmann
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Paxton Anderson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Dwayne Moorehead
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Carlos Sandy
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kendall Abdur-Rahman
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Griffin Eifert
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Nick Ragano
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Sam Willoughby
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Blake Barnes
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Nick Lampert
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kannon Webb
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Christian Helms
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Caleb Cooley
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jax Cooper
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ali Fisher
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Reece Thomas
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ashton Schumann
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jashawn Johnson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Landon Baptiste
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Deondre Johnson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Caden Harris
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Taylor Bradshaw
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Tykie Andrews
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Tyree Patterson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ja'koby Banks
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Zion Taylor
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Trey Firestone
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jackson Wasserstrom
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Joe Staubach
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Oakley Coleman
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jacob Brasher
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cam Crooks
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Lynel Billups-Williams
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Bryan Domino
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ethan Presutty
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,AJ Jayroe
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Nick Devereaux
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Javen Nicholas
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Coben Bourguet
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jahzae Kimbrough
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,DJ Epps
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Dallas Elliott
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Brandon White
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Tyson Rooks
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Tre Roberson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Qua Sanders
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Evan Boyd
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jackson Thomas
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Solomon Lowery Jr.
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Coen Sutton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,MJ Johnson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Colton Pitchford
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Trimaine Brown Jr.
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Pearce Russell
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cordale Russell
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ja'Marion Wayne
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jared Kelley
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Yamil Oaxaca
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Eli Reed
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Blackmon Huckabee Jr.
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Eli Wood
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jayden Mines
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jarod Bowie
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Joshua Manning
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Bryce Davis
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Sidney Mbanasor
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cam'ron Lacy
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Michael Lavergne
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cade Roberts
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kelton Henderson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kyle McNeal
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Deandre Jackson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jaden Clark
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Lamar Seymore
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Destun Thomas
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Justin Hughes
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jalen Brown
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Mikal Harrison-Pilot
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Brady Simmons
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Davian Sullivan
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Stacey Boykins
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Nick Armentano
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Sam Jackson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ross Nickson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Mikey Welsh
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Dalen Stovall
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Sebastian Brown
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Brooks McCoy
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Taveon Thompson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cullen Smith
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Drew Burnett
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jaydn Girard
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Haydon Wiginton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jackson Crosby
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cyrus Rogers
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Aziah Johnson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Xayvion Noland
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Nathan Schuessler
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Case Holleron
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Blake Buntyn
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cynceir McNeal
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Luke Harkless
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Korbin Hendrix
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Joel Valadez
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Silas Evans
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cameron Breier
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Edwin Barnes III
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Aramoni Rhone
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Sterling Berkhalter
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Leon Haughton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kyle Parker
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Eamonn Dennis
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Sterling Lockett
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jahill McClain
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Spencer Jones
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Isaiah Hardge
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Shamar Porter
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Dante Capolungo
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Chauncy Cobb
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Trevor Evans
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Keith Reynolds
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Mitchell Howell
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ethan Crite
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Keshaun Singleton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,CJ Nelson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Que Williams
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Ezekiel Avit
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Micah Mays Jr.
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Joe Taylor
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Caleb Gossett
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Damon Smith
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Eric Shaw
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Logan Berryhill
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Khmari Thompson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jaylen Jackson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jiair Thomas
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kroy Myers
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,James BlackStrain
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Will Rolapp
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Dale Martin
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Dekel Crowdus
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Austin Erickson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Trevor Pope
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Zyion Claville
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Bud Holloway
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kojo Antwi
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jackson Holman
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Nick Hunter
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jake Thaw
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Shawn Thigpen
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Josh Espindola
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Major Melson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jarriett Buie
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Calvin Wilson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Josh Franklin
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Dom Grguric
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Eli Merck
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,TyLyric Coleman
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cam Schurr
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Luke Shields
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kaevion Mack
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Dahya Patel
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Blue Coleman
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jamarcus Knight
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kylic Horton
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Jeremiah McClure
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Cam Fane
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Peter Vardzel
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Josh Sterns
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Sean Reese
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Orion Peters
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Camden Jordan
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,J.B. Awolowo
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Donnovan Moorer
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Thai Chiaokhiao-Bowman
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Javon Gipson
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Devanti Dillard
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Nasir Montgomery
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Robert Marsh
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Anthony Eager
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Kassidy Woods
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Che Nwabuko
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,George Vining
0.0,0.0,0.0,0,0,0,0,0.00041459487072193456,Koa Eldredge
